Pos	Slit	X	Y	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
94	2	75.10	17.3	604R2_780-373376.xlsx	6556.748	0.003	0.981	0.007	1844	11.51	1926	12.25	6541.881	0.011	0.893	0.027	149.2	3.836	141.9	3.746	6577.381	0.011	0.893	0.027	447.5	11.51	425.6	11.24	6710.766	0.007	0.881	0.015	448.9	7.166	421	6.797	6725.166	0.007	0.881	0.015	301.7	6.544	282.9	6.347
95	2	73.76	17.3	604R2_780-377380.xlsx	6556.85	0.008	1.157	0.021	620.8	9.535	764.3	12.01	6541.984	0.028	1.025	0.065	57.69	3.147	62.94	3.539	6577.484	0.028	1.025	0.065	173.1	9.442	188.8	10.62	6710.848	0.013	1.134	0.036	175.5	5.387	211.9	6.787	6725.248	0.013	1.134	0.036	129.8	5.155	156.7	6.281
96	2	72.41	17.3	604R2_780-381384.xlsx	6556.295	0.005	-0.666	0.016	916.6	18.66	-650	-13.95	6542.043	0.135	1.114	0.292	19.17	4.608	22.73	5.637	6577.543	0.135	1.114	0.292	57.5	13.82	68.2	16.91	6710.804	0.035	1.108	0.087	74.47	5.103	87.84	6.134	6725.204	0.035	1.108	0.087	42.5	4.467	50.13	5.495
97	2	71.07	17.3	604R2_780-385388.xlsx	6556.866	0.072	1.162	0.154	73.12	8.454	90.43	10.66	6541.82	0.032	-0.286	0.075	22.87	11.04	-6.959	-2.214	6577.32	0.032	-0.286	0.075	68.61	33.13	-20.88	-6.642	6710.774	0.126	1.325	0.299	20.32	4.33	28.66	7.292	6725.174	0.126	1.325	0.299	19.43	4.921	27.4	6.202
98	2	69.73	17.3	604R2_780-389392.xlsx	6556.861	0.058	0.843	0.146	57.19	8.694	51.35	7.927	6542.291	0.519	2.277	0.935	3.637	1.625	8.815	4.034	6577.791	0.519	2.277	0.935	10.91	4.874	26.44	12.1	6710.861	0.121	1.102	0.456	16.05	5.19	18.82	5.947	6725.261	0.121	1.102	0.456	13.93	4.54	16.33	6.144
99	2	68.39	17.3	604R2_780-393396.xlsx	6556.89	0.146	1.219	0.264	33.38	7.196	43.3	9.644	6546.361	1.848	12.043	3.222	2.824	0.8898	36.21	13.71	6581.861	1.848	12.043	3.222	8.473	2.67	108.6	41.14	6710.646	0.131	0.67	0.315	10.21	5.552	7.283	5.131	6725.046	0.131	0.67	0.315	13.06	7.452	9.315	4.129
100	2	67.05	17.3	604R2_780-397400.xlsx	6556.801	0.083	-0.609	0.204	42.51	11.88	-27.56	-7.452	6542.371	0.899	4.224	1.84	4.025	1.334	18.1	7.375	6577.871	0.899	4.224	1.84	12.08	4.003	54.29	22.12	6710.75	0.15	0.859	0.309	12.96	5.441	11.85	4.53	6725.15	0.15	0.859	0.309	9.818	4.649	8.973	4.901
101	2	65.71	17.3	604R2_780-401404.xlsx	6556.76	0.103	-0.577	0.196	35.86	10.67	-22.01	-6.998	6541.348	0.414	1.414	0.794	3.878	2.128	5.837	3.361	6576.848	0.414	1.414	0.794	11.63	6.385	17.51	10.08	6711.322	0.578	2.326	1.27	6.667	3.309	16.51	8.557	6725.722	0.578	2.326	1.27	-0.3369	0	-0.8342	-1.178
102	2	64.37	17.3	604R2_780-405408.xlsx	6556.762	0.104	-0.83	0.249	37.36	8.824	-33.02	-8.121	6546.481	0.931	11.023	2.172	4.568	0.8398	53.6	12.62	6581.981	0.931	11.023	2.172	13.7	2.519	160.8	37.86	6710.188	0.406	2.398	0.886	9.96	3.342	25.43	8.85	6724.588	0.406	2.398	0.886	0.09907	0	0.2529	0.09642
103	2	63.03	17.3	604R2_780-409412.xlsx	6556.719	0.091	0.658	0.185	37.65	9.957	26.39	7.345	6548.452	1.864	12.137	3.245	2.832	0.892	36.59	13.99	6583.952	1.864	12.137	3.245	8.496	2.676	109.8	41.96	6710.82	0.159	0.981	0.33	13.27	5.147	13.85	4.533	6725.22	0.159	0.981	0.33	8.74	4.187	9.126	5.437
104	2	61.69	17.3	604R2_780-413416.xlsx	6556.813	0.085	-0.725	0.199	43.6	10.72	-33.63	-8.305	6541.807	0.231	0.988	0.448	6.674	2.868	7.019	3.049	6577.307	0.231	0.988	0.448	20.02	8.604	21.06	9.148	6710.729	0.098	0.777	0.284	21.65	5.924	17.9	5.048	6725.129	0.098	0.777	0.284	3.562	4.656	2.945	3.879
105	2	60.35	17.3	604R2_780-417420.xlsx	6556.873	0.003	0.153	0	1712	0	279.7	831.4	6546.14	1.971	12.081	3.165	2.684	0.8928	34.52	13.63	6581.64	1.971	12.081	3.165	8.052	2.678	103.5	40.9	6709.588	0.268	1.773	0.777	-7.974	4.888	-15.05	-6.433	6723.988	0.268	1.773	0.777	10.49	3.512	19.79	9.521
106	2	59.00	17.3	604R2_780-421424.xlsx	6556.791	0.076	-0.628	0.149	52.9	11.01	-35.34	-7.345	6545.131	1.358	10.229	3.056	3.582	0.9206	39	13.59	6580.631	1.358	10.229	3.056	10.75	2.762	117	40.76	6710.456	0.322	1.568	0.354	11.41	4.136	19.06	7.229	6724.855	0.322	1.568	0.354	7.942	4.577	13.26	7.555
107	2	57.66	17.3	604R2_780-425428.xlsx	6556.827	0.081	-0.784	0.158	51.05	9.427	-42.6	-7.917	6542.008	0.552	2.803	1.341	4.186	1.671	12.49	5.337	6577.508	0.552	2.803	1.341	12.56	5.013	37.47	16.01	6710.792	0.18	0.916	0.442	13.27	5.772	12.93	5.004	6725.191	0.18	0.916	0.442	7.312	4.551	7.127	5.461
108	2	56.32	17.3	604R2_780-429432.xlsx	6556.72	0.043	0.839	0.103	81.55	8.966	72.83	8.134	6541.748	0.148	0.887	0.359	8.331	2.818	7.864	2.757	6577.248	0.148	0.887	0.359	24.99	8.453	23.59	8.27	6710.561	0.102	0.904	0.28	19.91	5.194	19.17	4.878	6724.96	0.102	0.904	0.28	7.941	4.214	7.645	4.398
109	2	54.98	17.3	604R2_780-433436.xlsx	6556.625	0.018	-0.759	0.036	218.6	9.233	-176.6	-7.59	6541.755	0.057	0.772	0.109	20.37	2.816	16.74	2.342	6577.255	0.057	0.772	0.109	61.11	8.449	50.22	7.027	6710.636	0.039	0.706	0.094	44.01	5.75	33.07	4.291	6725.036	0.039	0.706	0.094	23.22	5.066	17.45	3.962
110	2	53.64	17.3	604R2_780-437440.xlsx	6556.716	0.042	0.834	0.089	103.3	9.632	91.73	8.707	6541.701	0.081	-0.629	0.167	13.74	3.324	-9.196	-2.372	6577.201	0.081	-0.629	0.167	41.21	9.971	-27.59	-7.116	6710.715	0.065	0.725	0.136	33.19	6.278	25.63	4.923	6725.115	0.065	0.725	0.136	15.71	5.685	12.13	4.485
111	2	52.30	17.3	604R2_780-441444.xlsx	6556.752	0.047	-0.695	0.086	76.22	9.287	-56.36	-7.019	6541.773	0.175	0.888	0.37	7.603	2.735	7.183	2.674	6577.273	0.175	0.888	0.37	22.81	8.204	21.55	8.022	6711.236	16.694	-26.462	33.451	1.947	1.472	-54.85	-93.14	6725.636	16.694	-26.462	33.451	-0.6421	3.872	18.09	119.3
112	2	50.96	17.3	604R2_780-445448.xlsx	6556.757	0.106	0.978	0.218	43.17	8.847	44.94	9.508	6547.312	1.342	12.107	2.386	4.011	0.9276	51.68	14.52	6582.812	1.342	12.107	2.386	12.03	2.783	155.1	43.55	6710.72	0.094	0.761	0.153	20.59	5.502	16.68	4.187	6725.12	0.094	0.761	0.153	12.38	4.924	10.03	4.37
113	2	49.62	17.3	604R2_780-449452.xlsx	6556.821	0.107	-0.689	0.249	36.29	11.2	-26.63	-8.197	6542.331	0.396	1.741	0.846	4.881	2.042	9.048	4.223	6577.831	0.396	1.741	0.846	14.64	6.127	27.14	12.67	6710.823	0.188	1.278	0.421	10.39	3.864	14.13	4.864	6725.223	0.188	1.278	0.421	8.883	3.38	12.08	5.285
114	2	48.28	17.3	604R2_780-453456.xlsx	6556.845	0.152	0.739	0.289	27.66	9.969	21.74	7.877	6542.272	0.423	2.461	0.853	5.26	1.7	13.78	4.816	6577.772	0.423	2.461	0.853	15.78	5.099	41.34	14.45	6711.018	0.153	0.672	0.376	5.18	5.483	3.703	3.915	6725.418	0.153	0.672	0.376	14.78	6.818	10.57	4.83
115	2	46.94	17.3	604R2_780-457460.xlsx	6553.462	0.322	0.231	0.559	66.35	513.3	16.29	87.48	6546.297	1.624	11.603	3.101	2.869	0.8809	35.44	13.01	6581.797	1.624	11.603	3.101	8.608	2.643	106.3	39.02	6711.014	0.091	0.602	0.181	15.64	6.948	10.03	4.089	6725.414	0.091	0.602	0.181	20.88	6.736	13.39	4.471
116	2	45.59	17.3	604R2_780-461464.xlsx	6560.432	0.39	3.517	1.298	-16.57	4.226	-62.04	-17.5	6541.689	0.112	0.79	0.202	8.693	2.321	7.313	2.019	6577.189	0.112	0.79	0.202	26.08	6.962	21.94	6.056	6708.044	2.55	10.286	6.077	-1.121	2.097	-12.27	-18.96	6722.444	2.55	10.286	6.077	2.762	1.521	30.24	26.15
117	2	44.25	17.3	604R2_780-465468.xlsx	6559.979	0.462	3.072	0.709	-17.53	4.655	-57.34	-16.02	6541.374	1.525	3	2.131	1.65	1.398	5.268	5.107	6576.874	1.525	3	2.131	4.949	4.194	15.8	15.32	6711.073	0.107	0.732	0.245	5.613	4.648	4.374	3.847	6725.473	0.107	0.732	0.245	18.63	5.655	14.52	4.254
118	2	42.91	17.3	604R2_780-469472.xlsx	6557.262	0	0.291	0	80.78	0	25.03	76.48	6544.806	1.598	11.771	2.665	3.187	0.8824	39.93	13.46	6580.306	1.598	11.771	2.665	9.56	2.647	119.8	40.37	6710.082	0.335	1.662	0.626	8.463	4.019	14.97	6.71	6724.482	0.335	1.662	0.626	6.465	3.715	11.44	7.246
119	2	41.57	17.3	604R2_780-473476.xlsx	6555.606	0.136	-0.576	0.286	-24.93	10.48	15.3	7.397	6543.167	1.196	5.175	3.01	2.606	1.112	14.35	8.344	6578.667	1.196	5.175	3.01	7.817	3.337	43.06	25.03	6710.915	0.121	0.794	0.234	19.23	5.776	16.25	4.906	6725.314	0.121	0.794	0.234	0.3124	0	0.264	0.08914
120	2	40.23	17.3	604R2_780-477480.xlsx	6563.946	0.894	14.584	2.671	-15.55	2.195	-241.4	-48.18	6544.637	2.493	6.185	5.213	1.176	1.09	7.741	7.601	6580.137	2.493	6.185	5.213	3.528	3.269	23.22	22.8	6712.239	0.499	0.099	0.588	14.45	203.9	1.521	13.12	6726.639	0.499	0.099	0.588	4.651	67.82	0.4895	9.203
121	2	38.89	17.3	604R2_780-481484.xlsx	6560.816	0.439	1.927	0.851	-23.55	7.161	-48.31	-14.88	6543.74	0.465	1.315	0.695	3.266	2.088	4.571	2.946	6579.24	0.465	1.315	0.695	9.797	6.264	13.71	8.839	6710.639	0.173	1.009	0.244	15.7	4.357	16.85	4.863	6725.039	0.173	1.009	0.244	-2.707	4.387	-2.907	-4.567
122	2	37.55	17.3	604R2_780-485488.xlsx	6559.917	0.302	2.798	0.529	-20.14	4.22	-59.98	-12.91	6541.314	0.514	1.979	1.04	3.301	1.64	6.955	3.645	6576.814	0.514	1.979	1.04	9.904	4.92	20.87	10.93	6711.772	0.008	0.194	0	2.787	7.708	0.5761	1.608	6726.172	0.008	0.194	0	125.5	0	25.95	45.45
123	2	36.21	17.3	604R2_780-489492.xlsx	6553.25	0.476	1.285	0.955	12.39	7.835	16.94	10.86	6546.84	1.106	9.39	2.341	4.036	0.9163	40.34	11.8	6582.34	1.106	9.39	2.341	12.11	2.749	121	35.41	6711.991	1.274	4.877	1.581	2.199	2.353	11.41	11.63	6726.391	1.274	4.877	1.581	-5.169	2.442	-26.83	-13.92
124	2	34.87	17.3	604R2_780-493496.xlsx	6557.017	0.183	-0.857	0.314	21.35	8.565	-19.48	-7.973	6546.126	2.249	12.834	3.431	2.316	0.839	31.64	13.68	6581.626	2.249	12.834	3.431	6.947	2.517	94.91	41.04	6711.633	0.077	0.164	0.177	286.9	1870	50.18	273.1	6726.033	0.077	0.164	0.177	-13	12.12	-2.273	-1.792
125	2	33.53	17.3	604R2_780-497500.xlsx	6560.461	0.346	2.877	0.602	-19.79	4.443	-60.6	-14.07	6541.771	0.06	0.235	0.163	15.51	9.928	3.885	2.161	6577.271	0.06	0.235	0.163	46.52	29.78	11.66	6.482	6711.621	0.139	0.6	0.226	14.36	6.912	9.175	4.035	6726.021	0.139	0.6	0.226	13.09	6.209	8.364	4.255
126	2	32.18	17.3	604R2_780-501504.xlsx	6556.862	0.047	-0.283	0.287	67.49	161	-20.34	-28.31	6541.601	0.198	0.925	0.355	6.881	2.657	6.778	2.719	6577.101	0.198	0.925	0.355	20.64	7.97	20.34	8.157	6708.779	0.207	1.507	0.468	-13.95	4.328	-22.37	-7.327	6723.179	0.207	1.507	0.468	-8.906	4.048	-14.28	-6.588
127	2	30.84	17.3	604R2_780-505508.xlsx	6560.142	0.372	2.935	0.681	-18.1	4.374	-56.56	-14.3	6541.347	0.13	0.789	0.317	8.619	2.851	7.24	2.516	6576.847	0.13	0.789	0.317	25.86	8.554	21.72	7.549	6710.65	0.316	1.028	0.492	11.23	5.553	12.29	5.829	6725.05	0.316	1.028	0.492	-1.442	6.029	-1.578	-6.843
128	2	29.50	17.3	604R2_780-509512.xlsx	6559.039	0.258	1.699	0.453	-18.73	5.318	-33.89	-9.888	6545.854	1.445	8.271	2.646	2.58	0.8509	22.72	8.984	6581.354	1.445	8.271	2.646	7.74	2.553	68.15	26.95	6710.642	0.257	0.508	0.574	19.16	12.54	10.37	7.087	6725.042	0.257	0.508	0.574	-7.835	13.51	-4.241	-4.3
129	2	28.16	17.3	604R2_780-513516.xlsx	6559.467	0.467	2.803	0.981	-14.96	4.452	-44.64	-14.42	6549.274	2.591	12.46	3.992	2.063	0.763	27.37	12.67	6584.774	2.591	12.46	3.992	6.19	2.289	82.1	38	6713.139	0.334	1.025	0.56	-10.05	5.668	-10.97	-6.262	6727.539	0.334	1.025	0.56	6.824	5.234	7.445	6.063
130	2	26.82	17.3	604R2_780-517520.xlsx	6556.933	0.111	-0.614	0.322	26.08	11.04	-17.05	-6.821	6541.386	0.245	1.05	0.519	5.748	2.386	6.423	2.83	6576.886	0.245	1.05	0.519	17.24	7.157	19.27	8.491	6711.69	0.829	3.555	1.364	6.535	3.181	24.73	11.71	6726.09	0.829	3.555	1.364	3.234	2.802	12.24	12.3
131	2	25.48	17.3	604R2_780-521524.xlsx	6559.937	0.644	3.031	0.867	-12.21	4.679	-39.39	-15.72	6546.487	1.612	10.105	2.987	2.851	0.9461	30.67	12.51	6581.987	1.612	10.105	2.987	8.554	2.838	92.01	37.52	6711.234	5.398	-21.015	13.452	-0.2545	0	5.694	5.015	6725.634	5.398	-21.015	13.452	-2.692	1.655	60.21	57.45
132	2	24.14	17.3	604R2_780-525528.xlsx	6553.389	0.134	0.699	0.226	28.76	9.494	21.39	7.3	6541.668	0.141	0.863	0.406	8.739	3.109	8.031	2.996	6577.168	0.141	0.863	0.406	26.22	9.328	24.09	8.988	6710.539	0.019	0.16	0	685.9	0	117	624.3	6724.939	0.019	0.16	0	18.88	0	3.219	7.625
133	2	22.80	17.3	604R2_780-529532.xlsx	6556.767	0.085	-0.8	0.164	40.95	8.098	-34.86	-7.088	6546.058	1.367	13.558	2.436	3.471	0.7766	50.1	13.68	6581.558	1.367	13.558	2.436	10.41	2.33	150.3	41.04	6710.167	0.525	2.006	0.64	6.708	4.902	14.32	10.59	6724.567	0.525	2.006	0.64	10.01	4.333	21.38	9.658
134	2	21.46	17.3	604R2_780-533536.xlsx	6556.789	0.079	-0.774	0.14	51.08	9.217	-42.09	-7.745	6546.421	1.257	12.387	2.397	4.043	0.8802	53.3	14.33	6581.921	1.257	12.387	2.397	12.13	2.641	159.9	42.99	6710.469	0.177	1.048	0.505	15.23	5.978	16.99	6.767	6724.869	0.177	1.048	0.505	8.569	5.385	9.561	6.004
135	2	20.12	17.3	604R2_780-537540.xlsx	6556.833	0.057	-0.792	0.134	64.13	9.601	-54.05	-8.231	6546.466	1.581	11.207	2.734	2.942	0.8575	35.1	12.51	6581.966	1.581	11.207	2.734	8.826	2.573	105.3	37.52	6710.895	0.231	1.375	0.427	13.07	4.688	19.14	7.154	6725.294	0.231	1.375	0.427	8.436	4.555	12.35	6.571
136	2	18.77	17.3	604R2_780-541544.xlsx	6556.792	0.072	-0.62	0.176	43.68	10.68	-28.83	-7.038	6546.91	1.399	11.514	2.492	3.274	0.8314	40.13	12.51	6582.41	1.399	11.514	2.492	9.823	2.494	120.4	37.54	6710.474	9.406	-60.189	0	4.428	0	-283.7	0	6724.874	9.406	-60.189	0	-1.222	0	78.26	0
137	2	17.43	17.3	604R2_780-545548.xlsx	6552.857	0.686	2.082	0.846	10.21	5.677	22.63	12.89	6541.492	0.127	0.793	0.314	10.02	3.437	8.451	2.876	6576.992	0.127	0.793	0.314	30.05	10.31	25.35	8.628	6711.282	0.905	3.931	1.739	6.004	2.824	25.13	13.17	6725.682	0.905	3.931	1.739	3.551	2.967	14.86	12.56
138	2	16.09	17.3	604R2_780-549552.xlsx	6556.758	0.194	-0.744	0.307	19.76	9.611	-15.64	-7.714	6541.819	0.265	1.142	1.02	6.764	3.609	8.222	4.786	6577.319	0.265	1.142	1.02	20.29	10.83	24.67	14.36	6710.694	0.156	0.601	0.239	17.44	7.052	11.15	4.799	6725.094	0.156	0.601	0.239	0.2436	1.328	0.1557	0.8515
139	2	14.75	17.3	604R2_780-553556.xlsx	6556.918	0.089	-0.618	0.25	41.19	13.02	-27.1	-7.734	6544.72	1.185	10.969	2.565	3.755	0.874	43.85	13.57	6580.22	1.185	10.969	2.565	11.27	2.622	131.5	40.7	6710.806	0.275	1.399	0.585	15.68	5.408	23.35	8.386	6725.206	0.275	1.399	0.585	-1.743	3.514	-2.596	-5.277
140	2	13.41	17.3	604R2_780-557560.xlsx	6558.384	0.253	1.202	0.44	-19.7	7.334	-25.22	-9.639	6547.261	1.221	9.671	2.249	3.664	0.9159	37.72	11.47	6582.761	1.221	9.671	2.249	10.99	2.748	113.1	34.42	6706.646	0.161	0.437	0.303	3.706	7.604	1.724	4.145	6721.046	0.161	0.437	0.303	-22.13	14.68	-10.3	-4.318
141	2	12.07	17.3	604R2_780-561564.xlsx	6561.616	1.228	28.082	7.534	-16.24	2.737	-485.3	-193.6	6541.63	0.265	0.559	0.392	3.977	2.712	2.365	1.941	6577.13	0.265	0.559	0.392	11.93	8.136	7.096	5.823	6712.193	1.173	5.659	2.026	-1.383	1.578	-8.331	-10.83	6726.593	1.173	5.659	2.026	6.417	2.655	38.65	15.07
142	2	10.73	17.3	604R2_780-565568.xlsx	6560.232	0.539	3.393	1.003	-15.78	4.608	-57	-17.76	6547.1	1.304	8.283	2.573	2.998	0.9737	26.43	10.51	6582.6	1.304	8.283	2.573	8.994	2.921	79.3	31.54	6710.955	0.033	0.301	0.098	38.36	21.84	12.3	4.842	6725.355	0.033	0.301	0.098	43	21.7	13.79	4.725
143	2	9.39	17.3	604R2_780-569572.xlsx	6560.159	0.357	2.869	0.569	-20.8	4.81	-63.54	-15.2	6539.454	0.191	0.54	0.278	6.126	3.247	3.524	2.129	6574.954	0.191	0.54	0.278	18.38	9.741	10.57	6.387	6712.068	0.317	2.315	0.789	7.032	2.998	17.33	9.192	6726.468	0.317	2.315	0.789	10.77	3.681	26.55	8.186
144	2	8.05	17.3	604R2_780-573576.xlsx	6562.677	1.085	16.486	3.197	-15.1	2.184	-264.9	-57.73	6543.353	0.039	-0.274	0.134	16.54	14.6	-4.833	-2.369	6578.853	0.039	-0.274	0.134	49.62	43.79	-14.5	-7.107	6710.446	0.135	0.521	0.198	-6.273	6.022	-3.478	-3.398	6724.846	0.135	0.521	0.198	14.6	5.983	8.095	3.78
145	2	6.71	17.3	604R2_780-577580.xlsx	6559.672	0.533	3.821	1.523	-15.57	4.63	-63.35	-21.79	6546.933	1.622	8.628	2.946	2.497	0.9767	22.94	10.57	6582.433	1.622	8.628	2.946	7.492	2.93	68.81	31.72	6710.702	0.141	0.892	0.289	7.422	5.429	7.045	5.624	6725.102	0.141	0.892	0.289	19.79	6.333	18.79	5.741
146	2	5.36	17.3	604R2_780-581584.xlsx	6559.823	0.385	2.961	0.618	-20.91	4.971	-65.9	-16.19	6541.312	0.404	0.945	0.7	3.518	2.806	3.537	2.872	6576.812	0.404	0.945	0.7	10.55	8.418	10.61	8.617	6710.97	0.108	0.609	0.22	17.92	7.164	11.61	4.503	6725.37	0.108	0.609	0.22	-12.43	6.984	-8.053	-4.408
147	2	4.02	17.3	604R2_780-585588.xlsx	6596.909	40.615	172.79	0	-83.93	0	-15440	0	6548.214	3.356	23.502	13.516	9.758	11.46	244.1	425.3	6583.714	3.356	23.502	13.516	29.27	34.38	732.4	1276	6711.709	0.35	1.103	0.462	0.3902	1.796	0.458	2.141	6726.109	0.35	1.103	0.462	8.359	4.751	9.811	5.624
148	2	2.68	17.3	604R2_780-589592.xlsx	6564.733	0.967	19.494	3.209	-17.29	1.926	-358.8	-68.6	6542.1	0.332	-1.164	1.068	3.956	2.542	-4.903	-3.418	6577.6	0.332	-1.164	1.068	11.87	7.625	-14.71	-10.26	6711.277	1.018	3.6	1.782	-5.031	2.62	-19.28	-10.56	6725.677	1.018	3.6	1.782	0.2388	0.5448	0.9152	2.158
149	2	1.34	17.3	604R2_780-593596.xlsx	6563.535	0.712	13.328	2.298	-19.61	2.314	-278.2	-46.85	6541.294	0.204	0.898	0.36	5.54	2.446	5.295	2.368	6576.794	0.204	0.898	0.36	16.62	7.339	15.89	7.103	6708.147	0.231	1.533	0.472	-14.45	5.033	-23.56	-8.262	6722.547	0.231	1.533	0.472	-0.8331	0	-1.359	0
150	2	0.00	17.3	604R2_780-597600.xlsx	6560.229	0.319	2.527	0.594	-22.45	5.405	-60.37	-14.94	6540.6	0.236	-0.461	0.289	4.943	3.457	-2.425	-2.01	6576.1	0.236	-0.461	0.289	14.83	10.37	-7.274	-6.029	6710.604	0.064	-0.512	0.19	20.07	7.917	-10.95	-5.035	6725.004	0.064	-0.512	0.19	28.04	11.57	-15.3	-4.318
1	3	199.81	15	604R3_782-001004.xlsx	6563.53	0.892	13.972	2.648	-16.42	2.168	-244.2	-47.77	6523.539	0.629	2.007	1.036	-2.589	1.714	-5.532	-4.039	6559.039	0.629	2.007	1.036	-7.767	5.141	-16.6	-12.12	6710.493	0.311	1.155	0.72	4.148	6.337	5.099	6.421	6724.893	0.311	1.155	0.72	10.3	5.31	12.66	7.823
2	3	198.47	15	604R3_782-005008.xlsx	6564.749	1.283	22.201	4.101	-15.44	1.689	-364.9	-82.3	6540.22	0.94	4.826	2.179	2.415	1.084	12.41	7.65	6575.72	0.94	4.826	2.179	7.244	3.253	37.22	22.95	6710.957	0.205	1.312	0.469	17.36	5.719	24.25	7.388	6725.357	0.205	1.312	0.469	7.523	4.451	10.51	7.345
3	3	197.13	15	604R3_782-009012.xlsx	6555.27	0.259	1.468	0.389	-19.79	6.351	-30.93	-10.13	6541.964	0.237	0.664	0.48	5.113	3.243	3.615	2.391	6577.464	0.237	0.664	0.48	15.34	9.729	10.85	7.174	6704.479	0.619	3.503	1.061	-3.568	2.775	-13.3	-10.52	6718.879	0.619	3.503	1.061	-8.96	3.015	-33.41	-11.96
4	3	195.79	15	604R3_782-013016.xlsx	6559.188	0.437	3.608	1.047	-14.99	3.564	-57.57	-14.73	6541.241	0.362	1.24	0.856	3.149	1.845	4.158	2.597	6576.741	0.362	1.24	0.856	9.448	5.534	12.47	7.791	6711.653	0	-0.135	0	1017	0	-145.6	-500.7	6726.053	0	-0.135	0	-43.68	0	6.256	8.898
5	3	194.45	15	604R3_782-017020.xlsx	6563.236	1.353	19.464	4.396	-12.66	1.848	-262.2	-65.6	6541.264	0.82	3.244	2.224	2.534	1.372	8.75	6.028	6576.764	0.82	3.244	2.224	7.602	4.116	26.25	18.08	6710.952	0.065	-0.358	0	18.56	0	-7.08	-13.66	6725.352	0.065	-0.358	0	-13.47	0	5.138	9.269
6	3	193.10	15	604R3_782-021024.xlsx	6562.625	1.899	22.481	7.113	-11.58	2.008	-277.1	-106.8	6541.328	0.452	1.176	1.068	2.849	2.086	3.566	3.418	6576.828	0.452	1.176	1.068	8.547	6.257	10.7	10.25	6710.646	0.011	0.206	0	-1.84	0	-0.4027	0	6725.046	0.011	0.206	0	171.5	0	37.54	62.71
7	3	191.76	15	604R3_782-025028.xlsx	6559.459	0.451	2.092	1.908	-15.59	8.326	-34.73	-20.78	6547.393	2.151	11.251	3.365	2.566	0.9178	30.73	13.48	6582.893	2.151	11.251	3.365	7.698	2.753	92.2	40.45	6707.233	0.341	0.853	0.752	5.217	4.748	4.735	5.147	6721.633	0.341	0.853	0.752	-5.51	5.902	-5	-4.585
8	3	190.42	15	604R3_782-029032.xlsx	6562.148	1.122	25.326	4.52	-16.01	2.017	-431.7	-110	6538.466	0.2	0.603	0.321	-3.656	2.769	-2.346	-1.618	6573.966	0.2	0.603	0.321	-10.97	8.307	-7.037	-4.853	6709.585	3.456	12.775	4.534	-3.253	1.38	-44.24	-21.87	6723.985	3.456	12.775	4.534	-1.882	1.357	-25.59	-18.57
9	3	189.08	15	604R3_782-033036.xlsx	6563.596	1.139	22.946	4.7	-15.3	1.926	-373.6	-97.63	6541.399	0.367	0.999	0.476	3.169	2.175	3.371	2.295	6576.899	0.367	0.999	0.476	9.507	6.525	10.11	6.884	6710.52	0.033	-0.23	0.183	-55.18	155.7	13.53	27.65	6724.92	0.033	-0.23	0.183	10.57	9.531	-2.591	-2.016
10	3	187.74	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6710.524	0.55	3.082	0.955	5.185	2.292	17.01	8.279	6724.924	0.55	3.082	0.955	5.805	2.456	19.04	8.291
11	3	186.40	15	604R3_782-041044.xlsx	6559.533	0.309	2.6	0.684	-22.37	5.043	-61.93	-14.62	6541.306	0.676	1.147	0.655	1.983	2.085	2.421	2.598	6576.806	0.676	1.147	0.655	5.949	6.255	7.262	7.795	6710.04	1.416	5.505	1.825	-0.4216	0.8234	-2.47	-4.932	6724.44	1.416	5.505	1.825	-4.598	2.177	-26.94	-13.85
12	3	185.06	15	604R3_782-045048.xlsx	6558.158	0.832	4.813	1.318	-11.76	3.822	-60.23	-20.81	6546.97	2.389	10.801	4.136	1.976	0.9039	22.72	12.57	6582.47	2.389	10.801	4.136	5.928	2.712	68.16	37.7	6709.161	0.007	-0.168	0	6.263	6.541	-1.12	-1.891	6723.561	0.007	-0.168	0	318.4	0	-56.95	-176.3
13	3	183.72	15	604R3_782-049052.xlsx	6563.816	1.067	18.969	3.848	-15.25	1.861	-307.8	-70.67	6539.585	0.051	0.31	0.131	10.17	7.387	3.36	1.626	6575.085	0.051	0.31	0.131	30.51	22.16	10.08	4.878	6706.904	0.605	1.925	1.018	2.261	3.605	4.634	6.559	6721.304	0.605	1.925	1.018	6.097	3.339	12.49	7.942
14	3	182.38	15	604R3_782-053056.xlsx	6564.171	1.301	18.132	3.737	-12.75	2.015	-246.2	-60.16	6541.516	0.173	0.7	0.389	6.421	2.878	4.787	2.38	6577.016	0.173	0.7	0.389	19.26	8.633	14.36	7.141	6711.266	0.171	1.131	0.329	15.34	4.613	18.47	5.125	6725.666	0.171	1.131	0.329	8.492	3.885	10.22	5.41
