Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL			
31	171.648	14	4	595a4_886-121124.xlsx	4849.472	1.347	10.293	3.429	4.954	1.338	54.28	15.97	4957.658	1.468	5.002	1.517	-1.001	0.4394	-5.331	-2.657	5006.288	1.468	5.002	1.517	-3.004	1.318	-15.99	-7.972			
32	170.2176	14	4	595a4_886-125128.xlsx	4843.194	0	0.106	0	-113400	0	-12740	-6487	4954.462	0.238	1.036	0.448	2.799	1.151	3.086	1.362	5003.092	0.238	1.036	0.448	8.398	3.453	9.259	4.085			
33	168.7872	14	4	595a4_886-129132.xlsx	4855.853	0	-0.275	0.186	15.92	0	-4.654	-4.276	4905.562	0.238	0.972	0.359	-3.11	1.188	-3.217	-1.232	4954.191	0.238	0.972	0.359	-9.33	3.565	-9.651	-3.696			
34	167.3568	14	4	595a4_886-133136.xlsx	4856.781	1.415	2.047	1.36	-1.973	2.699	-4.299	-5.64	4956.247	0.332	1.334	0.735	-2.172	1.272	-3.085	-1.467	5004.876	0.332	1.334	0.735	-6.517	3.817	-9.256	-4.401			
35	165.9264	14	4	595a4_886-137140.xlsx	4842.829	0.888	3.966	2.14	5.298	2.252	22.37	9.681	4954.535	3.013	3.154	3.564	0.5648	0.5078	1.896	2.914	5003.165	3.013	3.154	3.564	1.694	1.523	5.689	8.743			
36	164.496	14	4	595a4_886-141144.xlsx	4857.551	2.188	8.385	3.026	-2.839	1.206	-25.34	-11.28	4966.952	1.597	4.699	1.807	-0.8567	0.4682	-4.285	-2.448	5015.582	1.597	4.699	1.807	-2.57	1.405	-12.85	-7.344			
37	163.0656	14	4	595a4_886-145148.xlsx	4859.923	40.293	-60.333	37.861	0.3773	0.2185	-24.23	-22.49	4958.505	0.845	2.726	1.452	1.254	0.6812	3.639	2.054	5007.135	0.845	2.726	1.452	3.762	2.044	10.92	6.161			
38	161.6352	14	4	595a4_886-149152.xlsx	4870.972	0.269	1.282	0.454	-10.82	3.694	-14.77	-4.858	4954.749	0.12	0.342	0.242	4.849	4.714	1.767	0.9942	5003.379	0.12	0.342	0.242	14.55	14.14	5.302	2.983			
39	160.2048	14	4	595a4_886-153156.xlsx	4856.43	1.288	1.999	2.663	-3.61	3.371	-7.68	-7.026	4954.379	0	-0.092	0	31.2	0	-3.043	-6.795	5003.009	0	-0.092	0	93.61	0	-9.129	-20.38			
40	158.7744	14	4	595a4_886-157160.xlsx	4855.772	0.279	0.341	0.462	-8.386	5.951	-3.047	-5.123	4950.578	0	0.383	0	-4.251	0	-1.732	-4.919	4999.208	0	0.383	0	-12.75	0	-5.196	-14.76			
41	157.344	14	4	595a4_886-161164.xlsx	4853.174	2.697	9.018	3.851	2.325	1.194	22.32	11.86	4955.086	0.388	1.867	0.725	2.21	0.8885	4.392	1.691	5003.716	0.388	1.867	0.725	6.629	2.666	13.17	5.072			
42	155.9136	14	4	595a4_886-165168.xlsx	4857.099	0.027	0.344	0.312	32.72	54.95	11.97	9.51	4953.095	0.446	1.273	0.726	1.601	0.9143	2.169	1.449	5001.725	0.446	1.273	0.726	4.803	2.743	6.506	4.348			
43	154.4832	14	4	595a4_886-169172.xlsx	4869.551	0.259	0.917	0.482	8.848	4.165	8.634	4.162	4954.621	0.088	-0.419	0.245	3.945	2.762	-1.759	-0.7901	5003.25	0.088	-0.419	0.245	11.84	8.287	-5.277	-2.37			
44	153.0528	14	4	595a4_886-173176.xlsx	4857.516	0.351	1.739	0.641	7.531	2.829	13.94	5.152	4951.99	0.263	0.454	0.455	6.086	4.433	2.942	1.23	5000.62	0.263	0.454	0.455	18.26	13.3	8.826	3.691			
45	151.6224	14	4	595a4_886-177180.xlsx	4855.769	0.484	1.4	0.698	-4.403	2.794	-6.56	-4.307	4955.267	0.219	0.714	0.299	2.595	1.199	1.973	0.9907	5003.897	0.219	0.714	0.299	7.785	3.596	5.918	2.972			
46	150.192	14	4	595a4_886-181184.xlsx	4869.36	1.715	3.543	3.565	-3.295	2.87	-12.43	-8.983	4954.11	0.715	2.055	0.892	-1.279	0.7132	-2.798	-1.787	5002.74	0.715	2.055	0.892	-3.838	2.139	-8.395	-5.361			
47	148.7616	14	4	595a4_886-185188.xlsx	4856.917	0.745	1.111	1.539	-2.54	7.762	-3.005	-5.739	4955.189	0	-0.135	0.081	9.745	4.86	-1.396	0	5003.819	0	-0.135	0.081	29.24	14.58	-4.188	0			
48	147.3312	14	4	595a4_886-189192.xlsx	4856.641	0.182	-0.751	0.434	8.821	4.331	-7.049	-3.656	4955.836	0.071	0.438	0.209	4.651	2.904	2.166	0.8161	5004.466	0.071	0.438	0.209	13.95	8.712	6.499	2.448			
49	145.9008	14	4	595a4_886-193196.xlsx	4860.612	0.36	1.228	0.657	-6.532	3.414	-8.541	-4.761	4990.149	23.007	54.906	30.883	-0.6592	0.1892	-38.53	-20.42	5038.779	23.007	54.906	30.883	-1.978	0.5675	-115.6	-61.27			
50	144.4704	14	4	595a4_886-197200.xlsx	4857.369	1.152	1.85	1.487	-2.972	3.628	-5.854	-5.473	4954.25	0.025	0.242	0	11.97	0	3.084	6.165	5002.88	0.025	0.242	0	35.91	0	9.252	18.49			
51	143.04	14	4	595a4_886-201204.xlsx	4855.593	0.106	0.744	0.327	-14.57	5.142	-11.54	-4.017	4953.343	1.522	4.115	2.437	0.9308	0.5708	4.078	2.581	5001.973	1.522	4.115	2.437	2.792	1.712	12.23	7.742			
52	141.6096	14	4	595a4_886-205208.xlsx	4858.439	0.342	1.612	1.057	8.184	3.771	14.04	6.326	4956.031	0	0.058	0.168	4.27	5.01	0.2631	0	5004.661	0	0.058	0.168	12.81	15.03	0.7893	0			
53	140.1792	14	4	595a4_886-209212.xlsx	4856.885	1.598	5.54	2.366	3.278	1.628	19.33	9.802	4950.945	0.997	3.864	1.485	-1.307	0.5208	-5.375	-2.527	4999.575	0.997	3.864	1.485	-3.92	1.562	-16.12	-7.581			
54	138.7488	14	4	595a4_886-213216.xlsx	4858.387	0.131	0.7	0.343	14.5	5.33	10.8	3.825	4955.921	0.112	0.678	0.289	4.223	1.495	3.047	1.112	5004.551	0.112	0.678	0.289	12.67	4.484	9.14	3.337			
55	137.3184	14	4	595a4_886-217220.xlsx	4857.714	0.131	0.793	0.357	12.94	4.653	10.93	4.118	4954.411	0.167	0.694	0.412	3.577	1.551	2.641	1.281	5003.041	0.167	0.694	0.412	10.73	4.654	7.924	3.843			
56	135.888	14	4	595a4_886-221224.xlsx	4852.697	0	0.27	0.239	-41.6	80.36	-11.96	-12.76	4954.739	0.436	1.764	0.894	2.455	1.003	4.611	1.994	5003.369	0.436	1.764	0.894	7.366	3.01	13.83	5.983			
57	134.4576	14	4	595a4_886-225228.xlsx	4857.749	0.113	0.74	0.289	14.62	5.034	11.52	4.219	4954.919	0.025	-0.08	0.019	16.53	7.445	-1.409	-0.4957	5003.549	0.025	-0.08	0.019	49.59	22.34	-4.227	-1.487			
58	133.0272	14	4	595a4_886-229232.xlsx	4857.888	0	-0.183	0	196.9	0	-38.34	-263.5	4954.082	0.558	2.065	1.093	1.986	0.8499	4.367	2.437	5002.712	0.558	2.065	1.093	5.958	2.55	13.1	7.311			
59	131.5968	14	4	595a4_886-233236.xlsx	4857.358	0.598	2.338	1.258	5.557	2.927	13.83	6.968	4952.555	0.585	2.483	0.831	-1.886	0.7821	-4.984	-2.12	5001.185	0.585	2.483	0.831	-5.657	2.346	-14.95	-6.359			
60	130.1664	14	4	595a4_886-237240.xlsx	4857.957	1.347	0.717	1.012	8.879	14.26	6.774	6.551	4954.958	0.545	1.869	1.203	2.139	0.897	4.256	2.599	5003.588	0.545	1.869	1.203	6.418	2.691	12.77	7.797			
61	128.736	14	4	595a4_886-241244.xlsx	4859.398	1.188	4.278	1.726	4.291	2.075	19.54	9.824	4954.133	0.157	-0.982	0.278	4.909	1.5	-5.132	-1.552	5002.763	0.157	-0.982	0.278	14.73	4.5	-15.4	-4.655			
62	127.3056	14	4	595a4_886-245248.xlsx	4856.211	3.176	11.985	7.009	2.577	1.435	32.87	18.02	4953.873	0.022	-0.186	0.096	75.85	215.7	-15.01	-35	5002.503	0.022	-0.186	0.096	227.5	647.2	-45.03	-105			
63	125.8752	14	4	595a4_886-249252.xlsx	4857.544	1.053	1.72	1.771	4.319	3.673	7.907	7.412	4954.102	0.324	0.976	0.533	2.58	1.449	2.68	1.583	5002.732	0.324	0.976	0.533	7.741	4.348	8.039	4.75			
64	124.4448	14	4	595a4_886-253256.xlsx	4853.97	1.829	6.549	3.072	3.995	1.66	27.85	12.28	4953.887	0.204	1.154	0.454	3.868	1.33	4.75	1.637	5002.517	0.204	1.154	0.454	11.61	3.991	14.25	4.91			
65	123.0144	14	4	595a4_886-257260.xlsx	4857.762	0.337	1.677	0.599	9.271	3.295	16.55	6.151	4953.89	0.122	0.737	0.298	4.813	1.698	3.777	1.351	5002.52	0.122	0.737	0.298	14.44	5.093	11.33	4.054			
66	121.584	14	4	595a4_886-261264.xlsx	4857.248	0.057	0.763	0.153	33.08	5.38	26.86	4.396	4954.141	0.046	1.008	0.135	14.95	1.543	16.03	1.652	5002.771	0.046	1.008	0.135	44.84	4.628	48.09	4.955			
67	120.1536	14	4	595a4_886-265268.xlsx	4857.277	0.043	0.735	0.103	45.6	5.403	35.66	4.364	4954.042	0.045	1.054	0.104	16.65	1.44	18.67	1.618	5002.672	0.045	1.054	0.104	49.94	4.319	56	4.853			
68	118.7232	14	4	595a4_886-269272.xlsx	4857.277	0.052	1.091	0.104	49.71	4.448	57.74	5.18	4954.108	0.025	0.752	0.067	25.49	1.798	20.39	1.485	5002.738	0.025	0.752	0.067	76.46	5.395	61.17	4.456			
69	117.2928	14	4	595a4_886-273276.xlsx	4891.899-1250.649	20.943	72.78	0	-96890	0		0	4954.085	0.028	0.797	0.083	26.69	2.006	22.64	1.769	5002.715	0.028	0.797	0.083	80.07	6.017	67.93	5.308			
70	115.8624	14	4	595a4_886-277280.xlsx	4857.267	0.054	0.919	0.11	43.5	4.956	42.55	4.848	4954.081	0.045	1.069	0.12	17.43	1.564	19.84	1.807	5002.71	0.045	1.069	0.12	52.28	4.693	59.52	5.42			
71	114.432	14	4	595a4_886-281284.xlsx	4857.269	0.107	1.329	0.246	22.91	3.671	32.42	5.241	4954.161	0.054	1.254	0.113	14.43	1.174	19.26	1.583	5002.791	0.054	1.254	0.113	43.29	3.522	57.78	4.748			
72	113.0016	14	4	595a4_886-285288.xlsx	4857.838	0.072	1.111	0.193	27.76	4.008	32.84	4.798	4954.329	0.051	1.088	0.116	13.01	1.229	15.08	1.452	5002.958	0.051	1.088	0.116	39.04	3.688	45.23	4.357			
73	111.5712	14	4	595a4_886-289292.xlsx	4858.025	0.07	0.912	0.171	39.84	5.214	38.69	5.085	4954.784	0.048	1.125	0.111	14	1.238	16.77	1.504	5003.414	0.048	1.125	0.111	42.01	3.715	50.31	4.512			
74	110.1408	14	4	595a4_886-293296.xlsx	4857.916	0.065	1.265	0.165	39.89	4.101	53.69	5.557	4954.691	0.039	1.161	0.1	18.17	1.304	22.44	1.628	5003.321	0.039	1.161	0.1	54.5	3.912	67.32	4.885			
75	108.7104	14	4	595a4_886-297300.xlsx	4857.429	0.047	1.525	0.092	64.38	3.693	104.5	6.017	4954.811	0.042	0.928	0.096	17.18	1.552	16.97	1.544	5003.44	0.042	0.928	0.096	51.55	4.657	50.9	4.631			
76	107.28	14	4	595a4_886-301304.xlsx	4857.904	0.025	0.817	0.068	88.2	5.924	76.68	5.103	4954.645	0.028	1.034	0.075	28.83	1.663	31.72	1.855	5003.275	0.028	1.034	0.075	86.49	4.988	95.16	5.564			
77	105.8496	14	4	595a4_886-305308.xlsx	4857.686	0.021	0.944	0.041	155.3	5.856	156	5.912	4954.455	0.016	0.996	0.038	55.86	1.826	59.25	1.95	5003.084	0.016	0.996	0.038	167.6	5.479	177.8	5.849			
78	104.4192	14	4	595a4_886-309312.xlsx	4857.6	0.011	0.923	0.029	228.1	6.116	224.2	6.039	4954.366	0.017	0.938	0.043	51.67	1.956	51.6	1.97	5002.996	0.017	0.938	0.043	155	5.869	154.8	5.91			
79	102.9888	14	4	595a4_886-313316.xlsx	4857.592	0.05	0.943	0.112	49.62	4.837	49.82	4.861	4954.443	0.072	1.145	0.14	10.4	1.266	12.68	1.558	5003.073	0.072	1.145	0.14	31.21	3.797	38.05	4.673			
80	101.5584	14	4	595a4_886-317320.xlsx	4857.474	0.117	1.013	0.218	24.58	4.659	26.5	5.039	4954.168	0.076	0.913	0.17	8.925	1.522	8.677	1.474	5002.798	0.076	0.913	0.17	26.78	4.565	26.03	4.423			
81	100.128	14	4	595a4_886-321324.xlsx	4857.51	0.123	1.189	0.234	20.41	3.875	25.84	5	4954.175	0.094	1.152	0.173	7.921	1.24	9.713	1.519	5002.805	0.094	1.152	0.173	23.76	3.721	29.14	4.557			
82	98.6976	14	4	595a4_886-325328.xlsx	4857.625	0.082	0.803	0.225	19.72	4.749	16.86	4.142	4954.313	0.081	0.859	0.162	7.886	1.409	7.21	1.304	5002.943	0.081	0.859	0.162	23.66	4.226	21.63	3.913			
83	97.2672	14	4	595a4_886-329332.xlsx	4857.374	0.043	0.648	0.106	34.8	5.172	24.02	3.796	4954.049	0.176	1.554	0.44	5.075	1.153	8.396	1.947	5002.679	0.176	1.554	0.44	15.22	3.46	25.19	5.842			
84	95.8368	14	4	595a4_886-333336.xlsx	4857.412	0.132	0.975	0.285	21.56	4.956	22.37	5.055	4954.324	0.307	1.545	0.434	2.947	1.037	4.845	1.702	5002.954	0.307	1.545	0.434	8.84	3.112	14.54	5.106			
85	94.4064	14	4	595a4_886-337340.xlsx	4857.504	0	-0.32	0.267	50.96	87.93	-17.38	-15.69	4954.688	0.262	1.184	0.42	2.8	1.131	3.529	1.5	5003.317	0.262	1.184	0.42	8.401	3.392	10.59	4.499			
86	92.976	14	4	595a4_886-341344.xlsx	4857.426	0.233	2.35	0.477	13.56	2.703	33.92	6.783	4958.787	1.706	7.137	2.748	1.077	0.4039	8.184	3.989	5007.417	1.706	7.137	2.748	3.232	1.212	24.55	11.97			
87	91.5456	14	4	595a4_886-345348.xlsx	4857.599	0.093	0.906	0.316	21.87	5.286	21.1	5.145	4971.469	4.73	-25.871	8.189	-0.8353	0.2245	23	9.019	5020.099	4.73	-25.871	8.189	-2.506	0.6735	69	27.06			
88	90.1152	14	4	595a4_886-349352.xlsx	4857.885	0.289	1.567	0.921	12.55	4.679	20.92	7.718	4952.859	0.829	1.903	0.883	-1.13	0.7362	-2.288	-1.707	5001.489	0.829	1.903	0.883	-3.389	2.208	-6.865	-5.122			
89	88.6848	14	4	595a4_886-353356.xlsx	4857.946	0.164	0.403	1.481	26.89	131.7	11.54	14.45	4956.528	0.174	0.786	0.288	-3.768	1.42	-3.153	-1.361	5005.158	0.174	0.786	0.288	-11.31	4.26	-9.459	-4.082			
90	87.2544	14	4	595a4_886-357360.xlsx	4856.87	0.205	0.56	0.323	-11.84	5.816	-7.062	-3.783	4957.048	1.778	2.739	0	0.72	0.5935	2.1	3.122	5005.678	1.778	2.739	0	2.16	1.781	6.299	9.367			
91	85.824	14	4	595a4_886-361364.xlsx	4856.992	0.259	0.433	0.327	17.39	10.52	8.009	3.743	4953.205	0.006	0.113	0.111	6.601	0	0.7954	1.418	5001.834	0.006	0.113	0.111	19.8	0	2.386	4.255			
92	84.3936	14	4	595a4_886-365368.xlsx	4857.78	0.958	2.856	1.197	3.701	2.258	11.25	7.017	4956.032	0.432	1.433	0.978	-2.253	1.21	-3.436	-1.985	5004.662	0.432	1.433	0.978	-6.759	3.629	-10.31	-5.956			
93	82.9632	14	4	595a4_886-369372.xlsx	4859.083	0.38	1.565	0.705	6.852	3.206	11.42	5.203	4956.238	0	-0.175	0	-73.35	0	13.63	42.1	5004.868	0	-0.175	0	-220.1	0	40.89	126.3			
94	81.5328	14	4	595a4_886-373376.xlsx	4857.03	0.672	2.789	1.221	5.813	2.657	17.26	7.625	4954.596	0.109	0.458	0.308	5.465	3.887	2.663	0.9535	5003.226	0.109	0.458	0.308	16.39	11.66	7.99	2.861			
95	80.1024	14	4	595a4_886-377380.xlsx	4855.475	0	-0.372	0	-23.53	0	9.312	24.36	4952.797	0	-0.095	0.103	-13.29	35.19	1.35	2.154	5001.427	0	-0.095	0.103	-39.87	105.6	4.049	6.462			
96	78.672	14	4	595a4_886-381384.xlsx	4859.126	0	0.049	0	-2.297E+18	0	-1.203E+17	-5.408E+15	4957.95	0	-4.214	2.649	-0.3965	0	1.779	0	5006.58	0	-4.214	2.649	-1.19	0	5.336	0			
97	77.2416	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
98	75.8112	14	4	595a4_886-389392.xlsx	4858.298	0.464	2.097	0.697	6.657	2.693	14.86	6.083	4956.675	0.246	0.955	0.417	-3.152	1.346	-3.205	-1.389	5005.305	0.246	0.955	0.417	-9.456	4.037	-9.614	-4.167			
99	74.3808	14	4	595a4_886-393396.xlsx	4856.947	0.299	0.979	0.45	-7.572	3.766	-7.893	-4.502	4955.058	0.022	0.206	0.065	-15.22	20.66	-3.338	-3.729	5003.688	0.022	0.206	0.065	-45.66	61.99	-10.02	-11.19			
100	72.9504	14	4	595a4_886-397400.xlsx	4857.115	0.435	0.916	0.659	7.954	5.073	7.752	4.84	4956.296	1.291	3.018	1.286	0.9848	0.5495	3.163	2.257	5004.926	1.291	3.018	1.286	2.954	1.648	9.49	6.77			
101	71.52	14	4	595a4_886-401404.xlsx	4782.2	491.963	-326.081	455.745	2.009	2.753	-697.2	-1919	4932.734	0.235	0.887	0.472	-3.014	2.016	-2.845	-1.574	4981.364	0.235	0.887	0.472	-9.042	6.047	-8.534	-4.723			
102	70.0896	14	4	595a4_886-405408.xlsx	4857.866	0	0.334	0	-20.12	0	-7.142	-5.71	4956.902	0.263	0.729	0.503	-3.004	1.638	-2.331	-1.357	5005.532	0.263	0.729	0.503	-9.012	4.914	-6.994	-4.072			
103	68.6592	14	4	595a4_886-409412.xlsx	4861.767	1.617	6.737	3.582	-4.182	1.851	-29.99	-13.05	4949.273	0.269	1.673	0.492	-3.226	0.8985	-5.747	-1.882	4997.903	0.269	1.673	0.492	-9.679	2.695	-17.24	-5.645			
104	67.2288	14	4	595a4_886-413416.xlsx	4857.8	1.558	2.279	6.729	3.694	7.119	8.962	12.21	4961.822	4.195	18.492	8.044	-0.8021	0.3176	-15.79	-7.743	5010.452	4.195	18.492	8.044	-2.406	0.9527	-47.37	-23.23			
105	65.7984	14	4	595a4_886-417420.xlsx	4856.88	0.976	1.846	0	-3.896	0	-7.657	-11.46	4953.199	0	-0.026	0	6244000	0	-174100	-70450	5001.829	0	-0.026	0	18730000	0	-522300	-211400			
106	64.368	14	4	595a4_886-421424.xlsx	4836.815	0.603	2.665	0.98	6.464	2.609	18.34	7.823	4955.075	0.595	1.057	0.762	-1.736	1.037	-1.953	-1.724	5003.705	0.595	1.057	0.762	-5.208	3.11	-5.86	-5.173			
107	62.9376	14	4	595a4_886-425428.xlsx	4855.982	1.253	2.09	1.163	-2.844	2.824	-6.328	-6.677	4953.273	0.902	1.508	1.083	1.086	0.9207	1.743	1.82	5001.903	0.902	1.508	1.083	3.257	2.762	5.229	5.459			
108	61.5072	14	4	595a4_886-429432.xlsx	4855.592	0	0.282	0.107	-24.4	0	-7.324	-5.574	4952.547	0	0.052	0	-61.74	0	-3.428	-13.07	5001.177	0	0.052	0	-185.2	0	-10.28	-39.2			
109	60.0768	14	4	595a4_886-433436.xlsx	4855.929	0	-0.209	0	149.1	0	-33.21	-43.66	4955.624	0.467	1.251	1.143	-2.028	1.749	-2.701	-1.703	5004.254	0.467	1.251	1.143	-6.084	5.247	-8.103	-5.108			
110	58.6464	14	4	595a4_886-437440.xlsx	4859.504	0	0.139	0.048	-2276	8364	-337.7	-1126	4951.82	2.248	8.072	3.226	-0.9292	0.3827	-7.984	-4.491	5000.45	2.248	8.072	3.226	-2.788	1.148	-23.95	-13.47			
111	57.216	14	4	595a4_886-441444.xlsx	4856.467	0.464	1.408	0.624	6.652	3.754	9.973	5.623	4954.448	0.813	1.647	1.182	1.292	1.004	2.265	2.256	5003.078	0.813	1.647	1.182	3.877	3.012	6.796	6.767			
112	55.7856	14	4	595a4_886-445448.xlsx	4855.152	0.026	0.326	0	20.87	0	7.244	16.97	4951.815	1.086	4.192	1.636	-1.51	0.6178	-6.737	-3.248	5000.445	1.086	4.192	1.636	-4.529	1.853	-20.21	-9.745			
113	54.3552	14	4	595a4_886-449452.xlsx	4861.541	0.237	1.21	0.471	-11.06	4.473	-14.25	-5.339	4955.592	0.173	0.831	0.338	-3.971	1.612	-3.515	-1.415	5004.222	0.173	0.831	0.338	-11.91	4.836	-10.54	-4.244			
114	52.9248	14	4	595a4_886-453456.xlsx	4857.019	0.794	1.064	1.063	6.87	7	7.78	5.166	4952.303	0	-0.304	0	-14.32	0	4.626	5.377	5000.933	0	-0.304	0	-42.95	0	13.88	16.13			
115	51.4944	14	4	595a4_886-457460.xlsx	4853.213	0	0.268	0.176	40.57	35.76	11.57	3.705	4953.695	0.359	0.912	0.418	2.199	1.613	2.136	1.524	5002.325	0.359	0.912	0.418	6.598	4.838	6.407	4.571			
116	50.064	14	4	595a4_886-461464.xlsx	4856.253	0	-0.403	0	14.37	0	-6.169	-14.64	4952.059	0.688	1.799	1.625	2.137	1.737	4.093	2.399	5000.689	0.688	1.799	1.625	6.411	5.211	12.28	7.197			
117	48.6336	14	4	595a4_886-465468.xlsx	4855.313	4.445	17.193	8.144	-2.481	1.223	-45.4	-23.39	4953.874	0	-0.116	0.02	-3810	8649	469.7	986.4	5002.504	0	-0.116	0.02	-11430	25950	1409	2959			
118	47.2032	14	4	595a4_886-469472.xlsx	4856.339	0.391	1.311	0.58	7.83	3.638	10.92	5.534	4956.545	0.356	1.522	0.534	-2.603	1.058	-4.217	-1.862	5005.175	0.356	1.522	0.534	-7.81	3.173	-12.65	-5.587			
119	45.7728	14	4	595a4_886-473476.xlsx	4855.891	0.128	0.69	0.338	-15.99	6.664	-11.75	-4.484	4959.025	1.278	6.489	2.802	-1.551	0.571	-10.72	-4.541	5007.655	1.278	6.489	2.802	-4.654	1.713	-32.15	-13.62			
120	44.3424	14	4	595a4_886-477480.xlsx	4856.94	0.222	0.609	0.545	-8.637	6.343	-5.597	-4.203	4952.212	0.162	0.413	0.339	-2.754	3.495	-1.21	-1.084	5000.842	0.162	0.413	0.339	-8.263	10.48	-3.629	-3.252			
121	42.912	14	4	595a4_886-481484.xlsx	4854.234	0.116	0.577	0.275	-17.57	7.433	-10.8	-3.857	4955.771	0	4.32	0	-0.9977	0	-4.587	-9.55	5004.401	0	4.32	0	-2.993	0	-13.76	-28.65			
122	41.4816	14	4	595a4_886-485488.xlsx	4855.674	0.429	1.466	0.756	-7.062	3.665	-11.02	-5.781	4956.706	1.482	8.114	2.347	-1.41	0.4855	-12.18	-4.217	5005.336	1.482	8.114	2.347	-4.23	1.456	-36.54	-12.65			
123	40.0512	14	4	595a4_886-489492.xlsx	4856.664	0.613	2.151	1.75	6.662	4.136	15.25	8.828	4954.004	0.391	-0.801	0.462	-1.835	1.237	1.564	1.335	5002.634	0.391	-0.801	0.462	-5.506	3.71	4.692	4.006			
124	38.6208	14	4	595a4_886-493496.xlsx	4855.705	1.236	2.739	2.73	3.171	2.604	9.244	9.174	4955.366	1.017	2.865	1.598	1.523	0.7446	4.644	2.947	5003.996	1.017	2.865	1.598	4.569	2.234	13.93	8.841			
125	37.1904	14	4	595a4_886-497500.xlsx	4834.366	0	-0.038	0	6.769E+17	0	-2.76E+16	-3.692E+15	4954.201	1.163	2.318	1.621	1.354	0.7642	3.339	2.441	5002.831	1.163	2.318	1.621	4.061	2.293	10.02	7.323			
126	35.76	14	4	595a4_886-501504.xlsx	4858.319	0	-0.134	0	-5257	0	748.1	877.5	4954.018	0.191	0.588	0.266	-3.396	1.769	-2.125	-1.172	5002.648	0.191	0.588	0.266	-10.19	5.306	-6.376	-3.515			
127	34.3296	14	4	595a4_886-505508.xlsx	4858.295	0.147	-0.304	0.267	47.48	93.62	-15.34	-16.95	4957.216	0.657	3.144	1.531	-1.98	0.8349	-6.626	-2.867	5005.846	0.657	3.144	1.531	-5.94	2.505	-19.88	-8.602			
128	32.8992	14	4	595a4_886-509512.xlsx	4857.064	0.086	0.46	0.36	15.44	12.47	7.568	3.059	4956.664	0	-0.075	0	-38600000	0	3097000	556100	5005.293	0	-0.075	0	-115800000	0	9292000	1668000			
129	31.4688	14	4	595a4_886-513516.xlsx	4857.787	0	0.153	0	11.96	0	1.955	0	4970.428	6.775	31.388	12.019	-0.6006	0.2014	-20.07	-9.167	5019.058	6.775	31.388	12.019	-1.802	0.6042	-60.2	-27.5			
130	30.0384	14	4	595a4_886-517520.xlsx	4858.144	0.18	0.734	0.43	10.07	5.042	7.873	4.308	4960.679	4.358	16.333	7.636	-0.6948	0.2908	-12.08	-6.499	5009.309	4.358	16.333	7.636	-2.084	0.8723	-36.24	-19.5			
131	28.608	14	4	595a4_886-521524.xlsx	4843.441	1.262	1.994	0	4.678	6.356	9.932	4.092	4952.703	0	0.413	0	-4.215	0	-1.854	-13.37	5001.333	0	0.413	0	-12.65	0	-5.562	-40.12			
132	27.1776	14	4	595a4_886-525528.xlsx	4857.657	0.117	0.602	0.212	14.75	5.307	9.452	3.701	4952.012	0.877	3.531	1.152	-1.612	0.7446	-6.059	-2.723	5000.642	0.877	3.531	1.152	-4.836	2.234	-18.18	-8.168			
133	25.7472	14	4	595a4_886-529532.xlsx	4854.93	0.806	3.15	1.299	-6.042	2.342	-20.26	-8.351	4954.907	0.288	-1.009	0.514	-2.452	1.223	2.635	1.482	5003.537	0.288	-1.009	0.514	-7.356	3.669	7.904	4.447			
134	24.3168	14	4	595a4_886-533536.xlsx	4861.096	1.275	5.107	2.635	-4.366	1.98	-23.73	-11.24	4955.457	0.029	-0.204	0.045	30.68	30.46	-6.657	-5.342	5004.086	0.029	-0.204	0.045	92.03	91.38	-19.97	-16.03			
135	22.8864	14	4	595a4_886-537540.xlsx	4847.24	0.239	0.892	0.558	-7.942	4.784	-7.545	-4.384	4952.623	1.007	3.459	1.316	1.32	0.7242	4.859	2.755	5001.252	1.007	3.459	1.316	3.96	2.172	14.58	8.264			
136	21.456	14	4	595a4_886-541544.xlsx	4857.487	0.075	0.567	0.428	17.6	10.04	10.62	4.101	4952.309	0.095	-0.404	0.403	-4.847	6.07	2.083	1.004	5000.938	0.095	-0.404	0.403	-14.54	18.21	6.249	3.011			
137	20.0256	14	4	595a4_886-545548.xlsx	4856.456	0.153	1.147	0.278	-14.8	3.952	-18.07	-4.954	4957.796	0.117	0.432	0.386	-3.98	3.838	-1.832	-0.9285	5006.426	0.117	0.432	0.386	-11.94	11.51	-5.497	-2.785			
138	18.5952	14	4	595a4_886-549552.xlsx	4854.405	1.188	2.211	1.053	2.945	2.482	6.931	6.11	4958.1	0.578	1.924	0.786	1.876	1.028	3.841	1.996	5006.73	0.578	1.924	0.786	5.627	3.085	11.52	5.989			
139	17.1648	14	4	595a4_886-553556.xlsx	4857.699	0.142	0.841	0.224	20.43	4.816	18.29	4.301	4952.238	0.329	1.214	0.582	2.292	1.225	2.961	1.499	5000.868	0.329	1.214	0.582	6.875	3.674	8.882	4.496			
