Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
114	52.9248	15	3	604a3_783-453456.xlsx	4855.748	0.11	-0.606	0.234	-16.55	5.735	10.68	4.186	4977.928	9.917	45.594	12.429	-0.8283	0.2197	-40.2	-12.09	5026.558	9.917	45.594	12.429	-2.485	0.6592	-120.6	-36.28
115	51.4944	15	3	604a3_783-457460.xlsx	4855.601	1.649	2.877	3.037	2.915	5.52	8.926	11.56	4955.043	1.018	1.792	1.19	-1.018	1.078	-1.941	-1.963	5003.673	1.018	1.792	1.19	-3.054	3.234	-5.824	-5.889
116	50.064	15	3	604a3_783-461464.xlsx	4870.852	1.19	5.895	2.245	5.068	1.928	31.8	12.28	4956.867	0.562	2.819	0.717	-2.303	0.6942	-6.912	-2.488	5005.497	0.562	2.819	0.717	-6.91	2.082	-20.74	-7.464
117	48.6336	15	3	604a3_783-465468.xlsx	4859.005	0.322	0.86	0.434	12.89	5.119	11.8	4.862	4954.345	1.069	3.098	1	1.218	0.6478	4.017	2.229	5002.975	1.069	3.098	1	3.654	1.944	12.05	6.686
118	47.2032	15	3	604a3_783-469472.xlsx	4852.988	0.441	2.22	0.703	7.671	2.803	18.13	6.928	4951.147	1.797	8.117	2.78	-1.194	0.4174	-10.32	-4.458	4999.777	1.797	8.117	2.78	-3.583	1.252	-30.96	-13.37
119	45.7728	15	3	604a3_783-473476.xlsx	4857.267	0.585	1.038	0.774	4.227	4.009	4.67	4.645	4956.393	1.621	4.115	2.896	-1.078	0.8836	-4.721	-2.926	5005.022	1.621	4.115	2.896	-3.233	2.651	-14.16	-8.778
120	44.3424	15	3	604a3_783-477480.xlsx	4853.65	0	-0.365	0	-16.69	0	6.484	9.525	4954.231	1.768	7.918	4.064	-1.442	0.5755	-12.15	-5.46	5002.861	1.768	7.918	4.064	-4.326	1.726	-36.46	-16.38
121	42.912	15	3	604a3_783-481484.xlsx	4856.678	0.484	1.224	0.813	6.163	4.317	8.03	5.424	4957.789	1.036	4.417	1.358	-1.605	0.5938	-7.546	-3.12	5006.418	1.036	4.417	1.358	-4.815	1.781	-22.64	-9.359
122	41.4816	15	3	604a3_783-485488.xlsx	4858.382	1.805	6.361	2.944	-3.319	1.724	-22.48	-11.82	4955.882	0.209	-0.8	0.494	-3.513	1.771	2.991	1.462	5004.512	0.209	-0.8	0.494	-10.54	5.313	8.973	4.387
123	40.0512	15	3	604a3_783-489492.xlsx	4856.532	0.344	0.698	0.587	11	6.717	8.179	5.256	4947.222	1.08	4.962	1.955	1.766	0.6707	9.327	3.621	4995.852	1.08	4.962	1.955	5.297	2.012	27.98	10.86
124	38.6208	15	3	604a3_783-493496.xlsx	4850.893	0.013	0.17	0.082	90.02	147.4	16.28	19.02	4954.662	0.759	4.147	1.207	-2.202	0.6448	-9.719	-3.416	5003.292	0.759	4.147	1.207	-6.605	1.935	-29.16	-10.25
125	37.1904	15	3	604a3_783-497500.xlsx	4854.415	0.01	0.174	0.055	234.1	507.4	43.44	81.13	4954.579	0.399	1.011	0.62	-1.941	1.091	-2.089	-1.619	5003.209	0.399	1.011	0.62	-5.824	3.272	-6.267	-4.857
126	35.76	15	3	604a3_783-501504.xlsx	4853.255	1.611	4.354	2.379	3.581	2.258	16.6	10.61	4952.208	0.416	1.791	0.882	2.64	1.023	5.033	2.379	5000.838	0.416	1.791	0.882	7.92	3.07	15.1	7.136
127	34.3296	15	3	604a3_783-505508.xlsx	4856.342	0	-0.324	0	-20.34	0	7.025	13.35	4956.507	0.827	3.261	1.64	-2.17	1.031	-7.535	-3.202	5005.137	0.827	3.261	1.64	-6.511	3.094	-22.6	-9.607
128	32.8992	15	3	604a3_783-509512.xlsx	4856.554	0	0.54	0.582	6.595	3.516	3.791	3.898	4959.103	0.912	-3.83	1.42	1.658	0.6739	-6.76	-2.971	5007.732	0.912	-3.83	1.42	4.974	2.022	-20.28	-8.913
129	31.4688	15	3	604a3_783-513516.xlsx	4855.686	0.279	0.404	0.572	-11.68	18.5	-5.024	-3.895	4957.537	0.182	0.611	0.25	-4.12	2.085	-2.681	-1.342	5006.167	0.182	0.611	0.25	-12.36	6.254	-8.042	-4.026
130	30.0384	15	3	604a3_783-517520.xlsx	4863.999	17.167	-21.464	78.031	-3.919	6.055	89.55	192.6	4952.734	1.889	5.062	3.29	-1.324	0.9045	-7.133	-6.021	5001.364	1.889	5.062	3.29	-3.971	2.713	-21.4	-18.06
131	28.608	15	3	604a3_783-521524.xlsx	4855.723	0.331	0.891	0.528	-6.768	4.739	-6.417	-4.775	4980.136	1.747	8.385	3.054	1.357	0.4464	12.11	5.123	5028.766	1.747	8.385	3.054	4.071	1.339	36.33	15.37
132	27.1776	15	3	604a3_783-525528.xlsx	4856.919	0.343	1.567	0.686	-8.811	3.842	-14.7	-6.618	4948.841	0.281	0.721	0.582	2.564	1.906	1.967	1.527	4997.471	0.281	0.721	0.582	7.691	5.719	5.902	4.582
133	25.7472	15	3	604a3_783-529532.xlsx	4856.811	0.014	-0.214	0.083	-114.2	200.7	25.97	35.79	4954.545	1.201	1.582	1.473	-0.8944	0.6907	-1.506	-1.786	5003.175	1.201	1.582	1.473	-2.683	2.072	-4.519	-5.358
134	24.3168	15	3	604a3_783-533536.xlsx	4856.737	0.826	1.57	1.438	-7.182	7.072	-12	-11.78	4959.711	0.852	1.507	1.338	-2.171	1.499	-3.483	-3.636	5008.341	0.852	1.507	1.338	-6.512	4.497	-10.45	-10.91
135	22.8864	15	3	604a3_783-537540.xlsx	4855.596	0.662	-1.504	1.325	-4.713	3.957	7.545	6.494	4961.004	2.453	14.288	5.392	-1.463	0.4252	-22.25	-7.887	5009.634	2.453	14.288	5.392	-4.389	1.276	-66.75	-23.66
136	21.456	15	3	604a3_783-541544.xlsx	4843.022	0.765	2.182	1.328	-4.667	2.7	-10.84	-7.723	4956.601	0.325	0.651	0.796	-2.467	2.48	-1.709	-1.453	5005.231	0.325	0.651	0.796	-7.4	7.441	-5.126	-4.36
137	20.0256	15	3	604a3_783-545548.xlsx	4857.961	3.204	2.941	3.042	-1.555	2.002	-4.867	-7.827	4957.852	1.497	4.45	1.985	-1.195	0.517	-5.661	-3.415	5006.481	1.497	4.45	1.985	-3.585	1.551	-16.98	-10.25
138	18.5952	15	3	604a3_783-549552.xlsx	4854.715	1.675	4.588	5.432	-4.16	3.414	-20.32	-14.5	4948.775	2.808	23.029	6.902	-1.333	0.3171	-32.67	-10.14	4997.405	2.808	23.029	6.902	-3.998	0.9513	-98	-30.42
139	17.1648	15	3	604a3_783-553556.xlsx	4859.91	1.385	4.08	2.118	-4.089	2.676	-17.76	-10.55	4953.104	0.528	0.967	0.852	-3.109	2.31	-3.201	-1.866	5001.734	0.528	0.967	0.852	-9.326	6.931	-9.603	-5.598
140	15.7344	15	3	604a3_783-557560.xlsx	4857.933	1.134	8.83	2.564	-6.01	1.551	-56.49	-15.38	4953.336	0.085	-0.653	0.176	7.174	1.756	-4.986	-1.265	5001.966	0.085	-0.653	0.176	21.52	5.267	-14.96	-3.794
141	14.304	15	3	604a3_783-561564.xlsx	4853.592	0	0.314	0	36.01	0	12.04	19.8	4957.011	0.295	1.068	0.473	-2.802	1.687	-3.186	-1.576	5005.641	0.295	1.068	0.473	-8.405	5.061	-9.557	-4.728
142	12.8736	15	3	604a3_783-565568.xlsx	4854.74	0	-0.396	0	-15.26	0	6.432	52.26	4954.01	0	-0.018	0	-853500	0	16150	11600	5002.64	0	-0.018	0	-2561000	0	48440	34800
143	11.4432	15	3	604a3_783-569572.xlsx	4858.673	1.074	1.368	1.716	5.378	5.247	7.83	6.702	4954.861	0.521	1.727	0.844	1.883	0.9403	3.463	1.912	5003.491	0.521	1.727	0.844	5.65	2.821	10.39	5.736
144	10.0128	15	3	604a3_783-573576.xlsx	4856.942	0.131	1.124	0.238	-18.58	4.208	-22.23	-5.127	5069.175	174.449	-698.95	0	-2.565	0	1908	0	5117.805	174.449	-698.95	0	-7.694	0	5724	0
145	8.5824	15	3	604a3_783-577580.xlsx	4857.577	0.156	0.683	0.42	11.38	5.59	8.271	4.26	4955.134	0.452	1.093	0.536	1.629	0.9893	1.895	1.391	5003.764	0.452	1.093	0.536	4.886	2.968	5.686	4.174
146	7.152	15	3	604a3_783-581584.xlsx	4850.477	1.124	3.197	1.676	5.484	2.611	18.66	9.179	4940.502	0.612	2.67	0.856	2.085	0.7875	5.925	2.477	4989.132	0.612	2.67	0.856	6.255	2.363	17.78	7.43
147	5.7216	15	3	604a3_783-585588.xlsx	4870.836	4.246	-10.105	6.417	-2.085	1.363	22.43	15.5	4953.953	0.533	2.591	0.969	-2.229	0.7989	-6.148	-2.484	5002.583	0.533	2.591	0.969	-6.687	2.397	-18.44	-7.452
148	4.2912	15	3	604a3_783-589592.xlsx	4855.429	0.128	0.821	0.233	-18.31	5.054	-16	-4.564	4952.771	5.882	14.035	6.347	-0.4873	0.2872	-7.28	-6.049	5001.4	5.882	14.035	6.347	-1.462	0.8616	-21.84	-18.15
149	2.8608	15	3	604a3_783-593596.xlsx	4856.021	0.585	1.632	0.874	-5.713	3.434	-9.926	-6.046	4954.012	0.46	1.81	0.597	2.277	1.064	4.386	2.003	5002.642	0.46	1.81	0.597	6.83	3.193	13.16	6.008
150	1.4304	15	3	604a3_783-597600.xlsx	4861.787	0.809	4.51	1.609	-7.105	2.348	-34.11	-11.33	4959.79	0.42	1.956	0.572	2.535	0.904	5.278	2.105	5008.419	0.42	1.956	0.572	7.605	2.712	15.83	6.316
1	214.56	12	4	604a4_785-001004.xlsx	4860.03	1.362	4.58	3.739	-5.426	2.813	-26.45	-14.92	4953.551	0.847	3.761	1.161	-1.83	0.6941	-7.326	-2.917	5002.181	0.847	3.761	1.161	-5.49	2.082	-21.98	-8.75
2	213.1296	12	4	604a4_785-005008.xlsx	4864.235	0.981	1.717	2.479	-8.044	6.719	-14.7	-11.77	4955.035	0.515	1.271	1.155	-1.695	2.195	-2.293	-2.036	5003.665	0.515	1.271	1.155	-5.085	6.586	-6.879	-6.108
3	211.6992	12	4	604a4_785-009012.xlsx	4861.537	0.295	1.3	0.926	-10.67	5.141	-14.76	-7.163	4954.294	0.186	0.689	0.474	3.405	2.129	2.497	1.328	5002.924	0.186	0.689	0.474	10.22	6.387	7.49	3.983
4	210.2688	12	4	604a4_785-013016.xlsx	4858.562	0.336	1.353	0.493	8.306	3.5	11.97	5.054	4948.49	0.011	0.026	0.028	-11.73	17.68	-0.3284	-0.1624	4997.12	0.011	0.026	0.028	-35.18	53.03	-0.9852	-0.4872
5	208.8384	12	4	604a4_785-017020.xlsx	4857.796	1.331	3.194	2.085	3.33	2.874	11.32	8.671	4954.573	0.128	0.458	0.209	3.971	2.401	1.935	1.093	5003.203	0.128	0.458	0.209	11.91	7.202	5.804	3.278
6	207.408	12	4	604a4_785-021024.xlsx	4866.146	3.333	17.383	6.507	-3.233	1.144	-59.82	-23.21	4953.017	0.648	1.737	1.179	-2.161	0.9768	-3.994	-2.584	5001.647	0.648	1.737	1.179	-6.482	2.931	-11.98	-7.753
7	205.9776	12	4	604a4_785-025028.xlsx	4859.806	0.994	5.271	1.785	-5.499	2.024	-30.86	-11.54	4954.721	0.621	1.488	0.908	1.543	1.27	2.444	2.015	5003.351	0.621	1.488	0.908	4.628	3.81	7.333	6.045
8	204.5472	12	4	604a4_785-029032.xlsx	4858.774	0	-0.272	0	-23.69	0	6.863	51.7	4956.969	0.103	0.621	0.361	-5.009	2.087	-3.311	-1.466	5005.599	0.103	0.621	0.361	-15.03	6.26	-9.933	-4.399
9	203.1168	12	4	604a4_785-033036.xlsx	4856.498	1.984	9.3	3.08	-3.291	1.196	-32.58	-13.71	4956.423	1.542	6.268	2.471	-1.135	0.401	-7.572	-3.446	5005.053	1.542	6.268	2.471	-3.405	1.203	-22.71	-10.34
10	201.6864	12	4	604a4_785-037040.xlsx	4857.063	0	0.15	0	-20.97	0	-3.347	-6.468	4954.218	1.427	2.532	0	-0.7442	0	-2.006	-3.233	5002.848	1.427	2.532	0	-2.233	0	-6.018	-9.699
11	200.256	12	4	604a4_785-041044.xlsx	4857.376	0	0.185	0	8.477	3.473	1.673	2.045	4955.026	0.916	2.33	4.141	-1.317	2.382	-3.267	-2.17	5003.656	0.916	2.33	4.141	-3.951	7.146	-9.8	-6.509
12	198.8256	12	4	604a4_785-045048.xlsx	4855.424	1.857	7.819	3.192	3.62	1.531	30.13	13.68	4956.61	0.17	0.491	0.295	2.638	1.825	1.379	1.023	5005.24	0.17	0.491	0.295	7.913	5.475	4.138	3.068
13	197.3952	12	4	604a4_785-049052.xlsx	4860.72	2.232	5.392	3.51	-2.441	1.766	-14.01	-10.95	4954.945	0.212	0.763	0.537	3.246	1.838	2.638	1.455	5003.575	0.212	0.763	0.537	9.739	5.514	7.913	4.365
14	195.9648	12	4	604a4_785-053056.xlsx	4856.619	1.136	3.19	2.004	4.572	2.63	15.53	8.343	4952.961	0.188	1.058	0.303	-3.961	1.246	-4.463	-1.435	5001.591	0.188	1.058	0.303	-11.88	3.738	-13.39	-4.305
15	194.5344	12	4	604a4_785-057060.xlsx	4853.104	0.402	1.313	0.954	6.674	3.645	9.329	5.929	4953.398	0	0.162	0.035	-24.72	13.35	-4.27	-1.655	5002.028	0	0.162	0.035	-74.17	40.06	-12.81	-4.965
16	193.104	12	4	604a4_785-061064.xlsx	4854.696	1.135	2.263	1.317	-3.036	2.474	-7.314	-6.189	4957.24	1.45	3.334	0	-0.8068	0	-2.864	-3.819	5005.87	1.45	3.334	0	-2.42	0	-8.591	-11.46
17	191.6736	12	4	604a4_785-065068.xlsx	4871.807	0.302	1.55	0.383	-12.02	3.508	-19.84	-5.685	4955.013	0.924	3.54	1.484	1.521	0.7146	5.73	2.777	5003.643	0.924	3.54	1.484	4.562	2.144	17.19	8.33
18	190.2432	12	4	604a4_785-069072.xlsx	4854.255	0.729	1.729	1.079	-5.311	3.25	-9.775	-6.222	4953.112	0.397	0.766	0.649	1.528	1.593	1.245	1.226	5001.742	0.397	0.766	0.649	4.583	4.778	3.736	3.677
19	188.8128	12	4	604a4_785-073076.xlsx	4855.856	0.207	0.632	0.344	-12.59	6.084	-8.465	-3.944	4954.422	0.241	0.785	0.511	-2.73	1.37	-2.282	-1.431	5003.052	0.241	0.785	0.511	-8.191	4.109	-6.847	-4.294
20	187.3824	12	4	604a4_785-077080.xlsx	4855.136	0.042	0.153	0.082	-107.3	223.3	-17.5	-27.29	4963.439	0.24	-1.133	0.388	-3.361	1.213	4.053	1.538	5012.069	0.24	-1.133	0.388	-10.08	3.639	12.16	4.614
21	185.952	12	4	604a4_785-081084.xlsx	4850.306	0	1.661	0	7.948	0	14.05	16.65	4953.077	0	0.137	0	-321.7	0	-46.92	-44.77	5001.707	0	0.137	0	-965.2	0	-140.8	-134.3
22	184.5216	12	4	604a4_785-085088.xlsx	4856.469	0.335	1.109	0.666	7.816	4.216	9.228	4.953	4955.664	0.236	0.442	0.263	4.061	1.611	1.913	1.219	5004.294	0.236	0.442	0.263	12.18	4.832	5.738	3.656
23	183.0912	12	4	604a4_785-089092.xlsx	4864.125	0.141	0.767	0.375	-12.08	4.769	-9.867	-4.095	4949.992	1.476	3.976	2.449	1.193	0.5077	5.05	3.419	4998.622	1.476	3.976	2.449	3.579	1.523	15.15	10.26
24	181.6608	12	4	604a4_785-093096.xlsx	4857.451	0.449	1.374	0.685	5.197	3.096	7.599	4.839	4956.654	0.035	-0.285	0.109	10.51	9.852	-3.187	-1.926	5005.284	0.035	-0.285	0.109	31.54	29.55	-9.56	-5.779
25	180.2304	12	4	604a4_785-097100.xlsx	4835.471	1.139	4.219	1.945	3.758	1.924	16.88	8.492	4958.904	0	0.171	0	4.312	4.066	0.7852	0	5007.534	0	0.171	0	12.94	12.2	2.356	0
26	178.8	12	4	604a4_785-101104.xlsx	4851.041	0.381	1.16	0.55	-6.099	3.382	-7.534	-4.389	4957.431	0.635	2.462	1.026	-1.905	0.7967	-4.994	-2.201	5006.061	0.635	2.462	1.026	-5.716	2.39	-14.98	-6.604
27	177.3696	12	4	604a4_785-105108.xlsx	4856.539	0.322	0.861	0.673	-6.629	4.109	-6.077	-4.729	4952.157	1.601	4.019	1.888	1.032	0.5366	4.416	2.609	5000.787	1.601	4.019	1.888	3.096	1.61	13.25	7.826
28	175.9392	12	4	604a4_785-109112.xlsx	4855.276	0.514	0.883	0.94	-5.395	5.818	-5.071	-4.166	4956.815	0.286	-0.591	0.306	-2.161	1.485	1.36	0.9847	5005.445	0.286	-0.591	0.306	-6.482	4.455	4.081	2.954
29	174.5088	12	4	604a4_785-113116.xlsx	4859.167	0	0.261	0.154	-60.09	105.7	-16.67	-19.66	4999.451	0	82.569	0	-0.3578	0.1584	-31.45	0	5048.081	0	82.569	0	-1.074	0.4751	-94.35	0
30	173.0784	12	4	604a4_785-117120.xlsx	4854.915	2.54	5.112	3.422	1.831	1.376	9.961	9.016	4952.304	0.841	5.196	1.884	1.798	0.5923	9.947	3.408	5000.934	0.841	5.196	1.884	5.395	1.777	29.84	10.22
31	171.648	12	4	604a4_785-121124.xlsx	4857.935	0.806	2.907	1.518	-5.128	2.28	-15.87	-7.588	4953.739	0.222	1.184	0.485	3.144	1.123	3.962	1.532	5002.369	0.222	1.184	0.485	9.431	3.37	11.89	4.597
32	170.2176	12	4	604a4_785-125128.xlsx	4843.349	0.206	0.76	0.392	-9.618	4.572	-7.782	-3.945	4959.406	1.223	7.451	1.964	-1.501	0.4494	-11.9	-3.875	5008.036	1.223	7.451	1.964	-4.502	1.348	-35.7	-11.63
33	168.7872	12	4	604a4_785-129132.xlsx	4857.42	0.274	1.209	0.564	9.342	3.645	12.02	4.992	4958.013	0.168	0.622	0.361	-3.445	1.564	-2.281	-1.197	5006.643	0.168	0.622	0.361	-10.34	4.693	-6.843	-3.59
34	167.3568	12	4	604a4_785-133136.xlsx	4857.978	0	0.265	0.147	-49.39	81.4	-13.92	-15.43	4953.883	0.215	-0.834	0.296	2.796	1.326	-2.481	-1.142	5002.513	0.215	-0.834	0.296	8.388	3.977	-7.444	-3.425
35	165.9264	12	4	604a4_785-137140.xlsx	4856.248	0.285	1.17	0.589	-7.626	3.871	-9.498	-4.826	4952.76	0.966	2.951	1.822	-1.225	0.6588	-3.848	-2.461	5001.39	0.966	2.951	1.822	-3.674	1.976	-11.54	-7.382
36	164.496	12	4	604a4_785-141144.xlsx	4860.22	0	-0.026	0	4378	0	-119	-147.6	4952.424	0.933	3.127	1.55	1.396	0.7393	4.647	2.582	5001.054	0.933	3.127	1.55	4.188	2.218	13.94	7.747
37	163.0656	12	4	604a4_785-145148.xlsx	4864.826	2.456	4.808	3.472	-2.286	1.584	-11.7	-9.521	4954.245	0	0.066	0	224300	0	15700	10420	5002.875	0	0.066	0	672900	0	47090	31250
38	161.6352	12	4	604a4_785-149152.xlsx	4855.944	0.088	-0.265	0	-16.08	0	4.536	7.534	4954.647	0	-0.216	0.052	32.13	28.57	-7.393	-4.937	5003.277	0	-0.216	0.052	96.38	85.7	-22.18	-14.81
39	160.2048	12	4	604a4_785-153156.xlsx	4857.709	1.04	2.631	1.59	3.477	2.315	9.739	6.812	4956.015	1.273	3.688	1.431	-1.048	0.4939	-4.115	-2.282	5004.645	1.273	3.688	1.431	-3.145	1.482	-12.35	-6.846
40	158.7744	12	4	604a4_785-157160.xlsx	4857.057	0.222	1.483	0.456	11.96	3.459	18.88	5.307	4953.521	0	-0.338	0	5.678	0	-2.044	-2.767	5002.15	0	-0.338	0	17.03	0	-6.131	-8.302
41	157.344	12	4	604a4_785-161164.xlsx	4859.375	0.659	2.259	1.188	5.425	2.599	13.05	6.8	4957.988	0.242	0.782	0.529	-2.565	1.39	-2.136	-1.327	5006.618	0.242	0.782	0.529	-7.694	4.169	-6.408	-3.981
42	155.9136	12	4	604a4_785-165168.xlsx	4856.414	0.002	0.147	0.028	-506.9	782.5	-79.11	-109.2	4957.364	0.903	2.355	1.212	-1.224	0.7508	-3.07	-2.189	5005.994	0.903	2.355	1.212	-3.673	2.252	-9.21	-6.568
43	154.4832	12	4	604a4_785-169172.xlsx	4855.195	0.085	-0.305	0.265	-13.48	26.61	4.37	5.442	4953.899	0.192	0.925	0.342	3.742	1.404	3.686	1.395	5002.529	0.192	0.925	0.342	11.23	4.211	11.06	4.185
44	153.0528	12	4	604a4_785-173176.xlsx	4858.225	1.38	4.512	3.08	-3.898	2.101	-18.72	-10.91	4954.808	0.014	0.04	0.021	57.72	143.9	2.434	4.793	5003.438	0.014	0.04	0.021	173.1	431.8	7.303	14.38
45	151.6224	12	4	604a4_785-177180.xlsx	4856.666	3.034	3.249	3.397	-2.705	2.101	-9.354	-8.915	4952.244	0.065	0.492	0.152	-6.145	2.372	-3.219	-0.958	5000.874	0.065	0.492	0.152	-18.43	7.116	-9.657	-2.874
46	150.192	12	4	604a4_785-181184.xlsx	4865.195	29.604	-59.167	0	0.8439	0.7207	-53.15	-20.32	4884.488	34.809	-84.383	39.299	0.205	0.3691	-18.42	-45.6	4933.118	34.809	-84.383	39.299	0.6151	1.107	-55.25	-136.8
47	148.7616	12	4	604a4_785-185188.xlsx	4855.919	1.152	1.756	1.505	3.141	3.041	5.87	5.708	4968.662	1.596	6.38	2.014	-1.062	0.4113	-7.216	-3.321	5017.292	1.596	6.38	2.014	-3.187	1.234	-21.65	-9.963
48	147.3312	12	4	604a4_785-189192.xlsx	4855.081	2.124	3.454	2.189	2.457	2.07	9.031	8.085	4953.062	0.097	0.506	0.342	4.53	3.271	2.438	1.008	5001.691	0.097	0.506	0.342	13.59	9.812	7.314	3.023
49	145.9008	12	4	604a4_785-193196.xlsx	4848.598	1.174	2.753	1.709	3.537	2.618	10.36	7.471	4952.923	0.07	-0.11	0.103	5.342	4.602	-0.6273	-0.7535	5001.553	0.07	-0.11	0.103	16.03	13.81	-1.882	-2.26
50	144.4704	12	4	604a4_785-197200.xlsx	4856.668	0.359	0.85	0.519	6.554	4.352	5.93	4.158	4952.724	0.995	5.111	1.774	1.769	0.5617	9.621	3.592	5001.354	0.995	5.111	1.774	5.306	1.685	28.86	10.78
51	143.04	12	4	604a4_785-201204.xlsx	4856.657	0.091	-0.733	0.175	21.43	4.906	-16.72	-3.849	4953.862	0	0.244	0.05	31.93	21.51	8.285	3.974	5002.492	0	0.244	0.05	95.8	64.52	24.85	11.92
52	141.6096	12	4	604a4_785-205208.xlsx	4857.152	0.091	0.821	0.232	23.33	5.399	20.39	4.704	4953.868	0.096	0.584	0.391	7.346	3.637	4.567	1.446	5002.498	0.096	0.584	0.391	22.04	10.91	13.7	4.339
53	140.1792	12	4	604a4_785-209212.xlsx	4856.932	0.074	0.77	0.198	23.95	5.307	19.63	4.518	4954.004	0.071	0.916	0.158	9.797	1.562	9.551	1.515	5002.634	0.071	0.916	0.158	29.39	4.687	28.65	4.545
54	138.7488	12	4	604a4_785-213216.xlsx	4857.017	0.125	1.496	0.326	21.58	3.981	34.37	6.333	4953.884	0.056	0.798	0.144	11.16	1.694	9.472	1.457	5002.514	0.056	0.798	0.144	33.47	5.082	28.42	4.372
55	137.3184	12	4	604a4_785-217220.xlsx	4857.11	0.083	1.237	0.201	33.69	4.652	44.36	6.148	4953.81	0.04	1.051	0.105	19.02	1.596	21.27	1.803	5002.439	0.04	1.051	0.105	57.05	4.788	63.8	5.409
56	135.888	12	4	604a4_785-221224.xlsx	4857.004	0.033	0.915	0.087	63.68	5.048	62.02	4.951	4953.841	0.028	1.096	0.068	27.88	1.454	32.52	1.712	5002.471	0.028	1.096	0.068	83.63	4.362	97.57	5.136
57	134.4576	12	4	604a4_785-225228.xlsx	4857.025	0.029	0.927	0.074	78.7	5.257	77.64	5.224	4953.802	0.024	1.106	0.061	34.16	1.543	40.24	1.833	5002.432	0.024	1.106	0.061	102.5	4.628	120.7	5.499
58	133.0272	12	4	604a4_785-229232.xlsx	4857.029	0.038	0.83	0.067	80.5	5.822	71.15	5.194	4953.904	0.023	0.984	0.069	34.74	1.862	36.38	1.964	5002.534	0.023	0.984	0.069	104.2	5.586	109.1	5.893
59	131.5968	12	4	604a4_785-233236.xlsx	4857.088	0.046	1.122	0.128	59.85	5.149	71.47	6.183	4953.931	0.019	1.106	0.05	40.28	1.532	47.43	1.819	5002.561	0.019	1.106	0.05	120.8	4.596	142.3	5.457
60	130.1664	12	4	604a4_785-237240.xlsx	4857.145	0.028	0.86	0.057	107.3	6.32	98.21	5.781	4954.008	0.015	0.967	0.04	58.86	1.98	60.6	2.054	5002.638	0.015	0.967	0.04	176.6	5.941	181.8	6.163
61	128.736	12	4	604a4_785-241244.xlsx	4857.194	0.021	0.862	0.05	186.1	8.917	170.6	8.159	4953.993	0.012	0.887	0.029	101.4	2.735	95.81	2.602	5002.623	0.012	0.887	0.029	304.3	8.204	287.4	7.806
62	127.3056	12	4	604a4_785-245248.xlsx	4857.09	0.012	0.889	0.036	311	10.2	294.4	9.699	4954.055	0.011	0.911	0.026	130.8	3.142	126.8	3.071	5002.685	0.011	0.911	0.026	392.5	9.425	380.5	9.213
63	125.8752	12	4	604a4_785-249252.xlsx	4857.316	0.02	0.929	0.049	213.2	9.479	210.8	9.426	4954.142	0.011	0.942	0.025	135.7	3	136.1	3.031	5002.771	0.011	0.942	0.025	407.2	9.001	408.2	9.093
64	124.4448	12	4	604a4_785-253256.xlsx	4857.17	0.036	1.22	0.079	93.78	5.272	121.8	6.882	4954.118	0.016	1.063	0.044	56.07	1.86	63.44	2.122	5002.748	0.016	1.063	0.044	168.2	5.581	190.3	6.366
65	123.0144	12	4	604a4_785-257260.xlsx	4856.852	0.127	1.531	0.289	22.1	3.78	36.02	6.229	4953.985	0.103	2.049	0.233	10.17	1.028	22.18	2.313	5002.615	0.103	2.049	0.233	30.51	3.085	66.54	6.94
66	121.584	12	4	604a4_785-261264.xlsx	4857.483	0.181	1.517	0.311	16.08	3.516	25.95	5.667	4954.561	0.185	2.415	0.445	6.186	0.9695	15.9	2.491	5003.191	0.185	2.415	0.445	18.56	2.909	47.71	7.473
67	120.1536	12	4	604a4_785-265268.xlsx	4857.666	0.169	1.769	0.426	18.12	3.64	34.12	6.866	4954.166	0.178	2.724	0.4	6.911	0.8999	20.04	2.645	5002.796	0.178	2.724	0.4	20.73	2.7	60.13	7.934
68	118.7232	12	4	604a4_785-269272.xlsx	4857.863	0.117	0.985	0.23	24.18	4.92	25.35	5.194	4953.905	0.181	2.724	0.346	6.967	0.8947	20.2	2.603	5002.535	0.181	2.724	0.346	20.9	2.684	60.6	7.81
69	117.2928	12	4	604a4_785-273276.xlsx	4857.668	39.472	-161.623	0	1.062	0	-182.7	0	4954.179	0.181	2.423	0.428	7.929	1.165	20.45	2.634	5002.809	0.181	2.423	0.428	23.79	3.494	61.35	7.901
70	115.8624	12	4	604a4_785-277280.xlsx	4857.529	0.161	1.801	0.322	27.73	4.585	53.15	8.935	4953.411	0.009	0.569	0.027	84.58	3.443	51.24	1.608	5002.041	0.009	0.569	0.027	253.7	10.33	153.7	4.823
71	114.432	12	4	604a4_785-281284.xlsx	4857.503	0.084	1.222	0.219	62.92	9.096	81.82	11.9	4953.413	0.006	0.528	0.019	177	5.827	99.41	2.218	5002.043	0.006	0.528	0.019	531	17.48	298.2	6.654
72	113.0016	12	4	604a4_785-285288.xlsx	4857.243	0.023	1.333	0.06	124	4.891	176	6.984	4954	0.015	1.319	0.036	64.83	1.555	91	2.202	5002.63	0.015	1.319	0.036	194.5	4.665	273	6.606
