Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
67	111.303	22	1	595r1_878-265268.xlsx	6557.091	0.012	1.157	0.031	395.4	8.654	487.2	10.94	6542.212	0.111	1.85	0.325	17.2	2.256	33.87	4.766	6577.712	0.111	1.85	0.325	51.61	6.768	101.6	14.3	6711.411	0.127	1.48	0.319	22.16	3.949	34.92	7.359	6725.811	0.127	1.48	0.319	12.48	4.108	19.66	5.664
68	109.962	22	1	595r1_878-269272.xlsx	6557.195	0.01	1.031	0.028	417.1	9.427	457.7	10.58	6542.449	0.091	1.25	0.337	18.04	3.167	24	4.52	6577.949	0.091	1.25	0.337	54.11	9.502	72.01	13.56	6711.544	0.116	1.106	0.203	18.29	4.513	21.53	5.242	6725.944	0.116	1.106	0.203	15.51	4.273	18.26	5.301
69	108.621	22	1	595r1_878-273276.xlsx	6557.129	0.013	0.923	0.029	422.6	10.77	415.3	10.81	6542.518	0.199	1.558	0.836	9.882	3.251	16.39	5.914	6578.018	0.199	1.558	0.836	29.65	9.753	49.18	17.74	6712.883	0.817	5.467	1.481	5.292	1.992	30.8	13.53	6727.283	0.817	5.467	1.481	5.226	2.049	30.41	12.41
70	107.28	22	1	595r1_878-277280.xlsx	6557.416	0.046	1.626	0.118	192.8	9.815	333.7	17.83	6542.464	0.284	1.972	0.8	8.482	2.656	17.81	5.946	6577.964	0.284	1.972	0.8	25.45	7.967	53.42	17.84	6712.047	0.241	2.039	0.603	13.92	3.432	30.22	7.815	6726.447	0.241	2.039	0.603	2.613	2.567	5.672	5.767
71	105.939	22	1	595r1_878-281284.xlsx	6558.04	0.052	1.694	0.104	107.1	5.949	193.2	11.1	6542.621	0.455	3.671	1.084	5.163	1.311	20.17	5.738	6578.121	0.455	3.671	1.084	15.49	3.932	60.52	17.21	6711.214	0.357	2.403	1.33	9.695	3.388	24.8	10.29	6725.614	0.357	2.403	1.33	3.085	2.846	7.891	6.879
72	104.598	22	1	595r1_878-285288.xlsx	6557.855	0.022	1.402	0.063	214.1	7.204	319.4	11.11	6542.744	0.122	0.918	0.272	9.662	2.551	9.441	2.563	6578.244	0.122	0.918	0.272	28.99	7.653	28.32	7.689	6711.59	0.099	1.052	0.305	18.04	4.471	20.2	6.195	6725.99	0.099	1.052	0.305	18.98	5.396	21.26	5.246
73	103.257	22	1	595r1_878-289292.xlsx	6557.761	0.011	1.166	0.031	397.9	8.297	494.1	10.58	6542.793	0.121	1.145	0.482	12.01	3.207	14.64	4.141	6578.293	0.121	1.145	0.482	36.03	9.622	43.92	12.42	6711.403	0.202	1.702	0.486	14.29	3.748	25.89	6.727	6725.803	0.202	1.702	0.486	7.116	3.07	12.89	6.267
74	101.916	22	1	595r1_878-293296.xlsx	6557.635	0.005	0.969	0.012	742.5	7.937	765.7	8.332	6542.827	0.051	0.882	0.136	22.69	2.757	21.3	2.66	6578.327	0.051	0.882	0.136	68.08	8.272	63.89	7.98	6711.66	0.064	0.701	0.173	32.47	6.181	24.24	4.951	6726.06	0.064	0.701	0.173	15.81	5.37	11.81	4.064
75	100.575	22	1	595r1_878-297300.xlsx	6557.598	0.004	0.948	0.009	1045	8.742	1055	8.977	6542.75	0.028	0.757	0.063	41.66	3.048	33.56	2.53	6578.25	0.028	0.757	0.063	125	9.144	100.7	7.591	6711.634	0.034	0.667	0.063	62.37	5.773	44.27	4.326	6726.034	0.034	0.667	0.063	24.84	5.285	17.63	3.749
76	99.234	22	1	595r1_878-301304.xlsx	6557.569	0.003	-0.929	0.008	1549	11.41	-1531	-11.47	6542.754	0.013	0.779	0.03	117.1	3.9	97.1	3.325	6578.254	0.013	0.779	0.03	351.3	11.7	291.3	9.975	6711.626	0.012	0.819	0.032	132.9	5.108	115.9	4.641	6726.026	0.012	0.819	0.032	94	4.905	81.95	4.25
77	97.893	22	1	595r1_878-305308.xlsx	6557.528	0.004	0.973	0.01	1264	10.54	1310	11.12	6542.724	0.012	0.777	0.027	119.7	3.667	99.03	3.121	6578.224	0.012	0.777	0.027	359.1	11	297.1	9.364	6711.651	0.013	0.78	0.025	181.3	5.595	150.5	4.822	6726.051	0.013	0.78	0.025	114.2	5.259	94.87	4.363
78	96.552	22	1	595r1_878-309312.xlsx	6557.577	0.007	1.114	0.014	779.9	8.687	924.9	10.51	6542.817	0.022	0.926	0.054	62.32	3.053	61.4	3.093	6578.317	0.022	0.926	0.054	186.9	9.158	184.2	9.279	6711.757	0.018	0.871	0.041	106.8	4.856	99.05	4.608	6726.157	0.018	0.871	0.041	71.92	4.513	66.7	4.254
79	95.211	22	1	595r1_878-313316.xlsx	6557.564	0.007	1.208	0.019	583	7.704	749.8	10.14	6542.901	0.028	1.059	0.076	47.92	2.715	54.01	3.171	6578.401	0.028	1.059	0.076	143.8	8.144	162	9.513	6711.723	0.024	0.94	0.055	74.75	4.436	74.76	4.613	6726.123	0.024	0.94	0.055	55.68	4.29	55.69	4.286
80	93.87	22	1	595r1_878-317320.xlsx	6557.556	0.009	1.205	0.024	434.3	7.3	556.8	9.582	6542.873	0.04	1.126	0.104	32.07	2.414	38.44	3.001	6578.373	0.04	1.126	0.104	96.2	7.242	115.3	9.003	6711.852	0.031	0.95	0.079	57.39	4.561	58.05	4.791	6726.251	0.031	0.95	0.079	37.2	4.274	37.63	4.329
81	92.529	22	1	595r1_878-321324.xlsx	6557.589	0.013	1.208	0.033	365.5	8.378	469.9	11.03	6542.893	0.071	1.188	0.241	22.28	3.079	28.18	4.094	6578.393	0.071	1.188	0.241	66.84	9.238	84.53	12.28	6711.844	0.025	0.828	0.067	69.15	5.099	60.95	4.718	6726.244	0.025	0.828	0.067	35.77	4.712	31.53	4.046
82	91.188	22	1	595r1_878-325328.xlsx	6557.627	0.011	1.189	0.029	385.2	7.832	487.4	10.14	6542.918	0.044	1.047	0.117	30.62	2.712	34.13	3.139	6578.418	0.044	1.047	0.117	91.86	8.136	102.4	9.416	6711.844	0.027	0.91	0.063	74.36	5.215	72.02	5.217	6726.244	0.027	0.91	0.063	46.08	4.91	44.63	4.751
83	89.847	22	1	595r1_878-329332.xlsx	6557.53	0.008	1.115	0.023	470.6	8.206	558.4	9.945	6542.776	0.034	0.899	0.086	37.16	2.931	35.55	2.889	6578.276	0.034	0.899	0.086	111.5	8.793	106.7	8.667	6711.774	0.028	0.902	0.065	70.34	5.017	67.56	4.789	6726.174	0.028	0.902	0.065	44.81	4.496	43.04	4.546
84	88.506	22	1	595r1_878-333336.xlsx	6557.606	0.012	1.058	0.025	403.7	7.737	454.8	8.902	6542.797	0.045	1.042	0.112	27.92	2.47	30.97	2.836	6578.297	0.045	1.042	0.112	83.77	7.411	92.92	8.509	6711.749	0.021	0.834	0.057	71.18	4.465	63.23	4.173	6726.148	0.021	0.834	0.057	40.07	4.166	35.59	3.616
85	87.165	22	1	595r1_878-337340.xlsx	6557.546	0.009	1.003	0.019	527.6	8.295	563.1	9.03	6542.703	0.031	0.961	0.088	40.66	2.823	41.59	2.991	6578.203	0.031	0.961	0.088	122	8.468	124.8	8.972	6711.663	0.028	0.964	0.084	64.29	4.974	65.94	4.901	6726.063	0.028	0.964	0.084	46.61	4.244	47.81	4.88
86	85.824	22	1	595r1_878-341344.xlsx	6557.543	0.004	0.874	0.011	884.7	9.186	823.2	8.682	6542.693	0.013	0.714	0.028	88.35	3.098	67.19	2.438	6578.193	0.013	0.714	0.028	265.1	9.293	201.6	7.315	6711.603	0.013	0.767	0.024	164.9	5.374	134.6	4.434	6726.003	0.013	0.767	0.024	109.6	4.984	89.47	4.175
87	84.483	22	1	595r1_878-345348.xlsx	6557.524	0.006	0.868	0.014	771.2	10.57	712.4	9.914	6542.672	0.016	0.731	0.038	80.42	3.629	62.59	2.911	6578.172	0.016	0.731	0.038	241.3	10.89	187.8	8.733	6711.591	0.012	0.732	0.031	151.5	6.231	118	5.011	6725.991	0.012	0.732	0.031	110	5.921	85.67	4.628
88	83.142	22	1	595r1_878-349352.xlsx	6557.557	0.007	0.857	0.018	557.3	9.721	508.6	9.009	6542.705	0.022	0.786	0.051	55.17	3.121	46.17	2.687	6578.205	0.022	0.786	0.051	165.5	9.364	138.5	8.061	6711.599	0.016	0.739	0.043	98.96	5.388	77.84	4.376	6725.999	0.016	0.739	0.043	68.92	5.067	54.21	4.012
89	81.801	22	1	595r1_878-353356.xlsx	6557.613	0.009	-0.862	0.023	401.8	9.121	-368.5	-8.486	6542.73	0.029	0.777	0.069	39.44	3.008	32.61	2.563	6578.23	0.029	0.777	0.069	118.3	9.025	97.82	7.688	6711.648	0.02	0.723	0.051	91.78	6.008	70.61	4.861	6726.048	0.02	0.723	0.051	56.76	5.643	43.67	4.326
90	80.46	22	1	595r1_878-357360.xlsx	6557.624	0.016	0.923	0.049	194.8	8.435	191.5	8.445	6542.737	0.071	1.024	0.191	17.9	2.606	19.51	2.946	6578.237	0.071	1.024	0.191	53.71	7.818	58.54	8.837	6711.778	0.045	0.791	0.103	38.09	5.198	32.06	4.476	6726.178	0.045	0.791	0.103	31.85	5.055	26.81	4.303
91	79.119	22	1	595r1_878-361364.xlsx	6557.655	0.031	-0.885	0.072	115.6	8.319	-109	-7.96	6542.762	0.078	0.8	0.175	14.18	2.732	12.07	2.407	6578.262	0.078	0.8	0.175	42.54	8.196	36.22	7.222	6711.677	0.041	0.693	0.082	36.78	5.064	27.14	3.972	6726.077	0.041	0.693	0.082	24.09	4.992	17.78	3.597
92	77.778	22	1	595r1_878-365368.xlsx	6557.65	0.043	-0.937	0.107	79.46	7.864	-79.24	-8.112	6544.271	1.366	15.248	2.521	3.829	0.7867	62.15	16.21	6579.771	1.366	15.248	2.521	11.49	2.36	186.4	48.63	6711.659	0.092	0.66	0.295	24.5	7.237	17.2	5.339	6726.059	0.092	0.66	0.295	10.17	5.143	7.14	4.214
93	76.437	22	1	595r1_878-369372.xlsx	6557.628	0.026	0.794	0.075	117.2	9.16	99.07	7.825	6542.549	0.223	1.861	0.651	8.016	2.045	15.88	4.286	6578.049	0.223	1.861	0.651	24.05	6.135	47.63	12.86	6711.688	0.089	1.045	0.19	20.98	3.926	23.34	4.839	6726.087	0.089	1.045	0.19	16	4.067	17.79	4.25
94	75.096	22	1	595r1_878-373376.xlsx	6557.67	0.021	-0.741	0.048	165.9	8.985	-130.9	-7.15	6542.689	0.06	0.889	0.161	18.31	2.663	17.33	2.584	6578.189	0.06	0.889	0.161	54.92	7.988	51.99	7.752	6711.67	0.04	0.83	0.098	36.37	4.631	32.14	4.215	6726.07	0.04	0.83	0.098	32.58	4.58	28.79	4.095
95	73.755	22	1	595r1_878-377380.xlsx	6557.565	0.028	0.832	0.076	115.3	8.722	102.1	7.851	6542.338	0.27	2.833	0.694	7.488	1.489	22.58	4.937	6577.838	0.27	2.833	0.694	22.47	4.468	67.74	14.81	6711.738	0.061	0.984	0.21	30.61	4.817	32.05	5.826	6726.138	0.061	0.984	0.21	20.78	4.863	21.76	4.555
96	72.414	22	1	595r1_878-381384.xlsx	6557.619	0.03	0.854	0.073	111.4	8.288	101.3	7.655	6542.497	0.237	2.367	0.738	8.224	1.781	20.72	4.949	6577.997	0.237	2.367	0.738	24.67	5.342	62.15	14.85	6711.757	0.052	0.809	0.143	37.76	5.64	32.54	4.773	6726.157	0.052	0.809	0.143	24.04	4.793	20.72	4.451
97	71.073	22	1	595r1_878-385388.xlsx	6557.531	0.043	0.792	0.095	79.92	8.284	67.4	7.072	6542.632	0.125	1.024	0.303	9.685	2.365	10.56	2.64	6578.132	0.125	1.024	0.303	29.06	7.095	31.67	7.919	6711.389	0.152	1.66	0.349	21	4.035	37.11	7.386	6725.789	0.152	1.66	0.349	8.135	3.535	14.38	6.387
98	69.732	22	1	595r1_878-389392.xlsx	6557.53	0.068	-0.73	0.186	48.81	9.568	-37.93	-7.535	6542.487	0.553	4.265	1.496	4.661	1.212	21.16	6.581	6577.987	0.553	4.265	1.496	13.98	3.636	63.48	19.74	6711.457	0.103	0.672	0.239	23.43	7.066	16.76	4.884	6725.857	0.103	0.672	0.239	8.852	5.852	6.333	4.2
99	68.391	22	1	595r1_878-393396.xlsx	6557.375	0.13	1.291	0.386	34.03	7.177	46.79	10.47	6545.82	1.269	13.462	2.493	3.459	0.7322	49.57	13.59	6581.32	1.269	13.462	2.493	10.38	2.197	148.7	40.78	6711.193	0.225	2.029	0.553	16.68	3.62	36.02	8.972	6725.593	0.225	2.029	0.553	6.711	3.382	14.49	6.701
100	67.05	22	1	595r1_878-397400.xlsx	6557.255	0.114	0.473	0.504	30.87	28.86	15.55	5.43	6541.819	0.302	1.636	0.591	5.154	1.788	8.974	3.188	6577.319	0.302	1.636	0.591	15.46	5.364	26.92	9.565	6711.405	0.124	0.704	0.2	17.55	5.519	13.16	4.145	6725.805	0.124	0.704	0.2	-6.183	4.654	-4.635	-3.517
101	65.709	22	1	595r1_878-401404.xlsx	6557.176	0.447	1.661	0.893	12.49	5.958	22.09	11.19	6545.124	1.794	14.958	3.007	2.806	0.7816	44.67	15.49	6580.624	1.794	14.958	3.007	8.417	2.345	134	46.47	6711.306	0.2	0.954	0.387	11.33	4.733	11.52	4.578	6725.706	0.2	0.954	0.387	4.9	4.031	4.978	4.514
102	64.368	22	1	595r1_878-405408.xlsx	6557.377	0.19	1.263	0.378	21.73	6.484	29.21	9.147	6543.125	1.371	12.795	2.668	3.324	0.7857	45.27	14.05	6578.625	1.371	12.795	2.668	9.972	2.357	135.8	42.15	6711.893	0.036	0.256	0.135	29.36	22.48	7.995	4.252	6726.292	0.036	0.256	0.135	38.13	55.17	10.39	10.1
103	63.027	22	1	595r1_878-409412.xlsx	6557.761	0.25	-0.864	0.419	15.04	7.832	-13.84	-7.552	6545.004	2.539	15.555	3.198	2.206	0.8303	36.53	15.64	6580.504	2.539	15.555	3.198	6.619	2.491	109.6	46.91	6711.635	0.167	-0.514	0.232	11.45	5.876	-6.269	-3.96	6726.035	0.167	-0.514	0.232	6.835	6.424	-3.741	-3.267
104	61.686	22	1	595r1_878-413416.xlsx	6557.422	0.275	1.073	0.469	14.49	6.921	16.55	8.061	6543.044	1.859	13.458	3.067	2.887	0.7812	41.35	14.43	6578.544	1.859	13.458	3.067	8.66	2.343	124.1	43.28	6711.078	0.059	0.38	0.206	22.54	17.83	9.122	3.695	6725.478	0.059	0.38	0.206	13.54	7.643	5.482	3.421
105	60.345	22	1	595r1_878-417420.xlsx	6557.292	0.191	0.841	0.641	21.68	10.73	19.42	9.726	6542.571	0.475	3.098	1.121	4.406	1.348	14.53	5.039	6578.071	0.475	3.098	1.121	13.22	4.043	43.59	15.12	6710.572	0.505	2.81	0.885	7.964	2.744	23.82	9.083	6724.972	0.505	2.81	0.885	2.558	3.081	7.651	8.375
106	59.004	22	1	595r1_878-421424.xlsx	6557.227	0.365	1.82	0.781	13.83	5.401	26.79	10.94	6542.345	0.314	2.099	0.81	5.51	1.728	12.31	4.044	6577.845	0.314	2.099	0.81	16.53	5.185	36.93	12.13	6711.356	0.349	1.065	0.705	7.845	5.107	8.892	5.814	6725.756	0.349	1.065	0.705	9.262	5.129	10.5	6.364
107	57.663	22	1	595r1_878-425428.xlsx	6557.383	0.148	0.83	0.253	23.7	7.964	20.93	7.209	6545.527	1.964	15.843	2.718	2.843	0.7986	47.95	15.78	6581.027	1.964	15.843	2.718	8.53	2.396	143.9	47.35	6707.678	1.763	12.756	3.196	5.226	1.475	70.97	23.22	6722.078	1.763	12.756	3.196	0.4979	0.6705	6.761	9.315
108	56.322	22	1	595r1_878-429432.xlsx	6557.299	0.391	1.544	0.664	13.81	6.037	22.7	9.963	6542.762	0.68	4.745	1.507	3.944	1.133	19.92	6.453	6578.262	0.68	4.745	1.507	11.83	3.399	59.77	19.36	6711.283	0.124	0.572	0.215	19.18	5.943	11.68	4.373	6725.683	0.124	0.572	0.215	-4.23	7.368	-2.576	-4.26
109	54.981	22	1	595r1_878-433436.xlsx	6557.886	2.059	1.987	2.029	6.634	5.868	14.04	13.06	6542.34	0.869	4.054	1.93	3.25	1.275	14.02	6.554	6577.84	0.869	4.054	1.93	9.75	3.826	42.07	19.66	6710.626	0.358	1.548	0.797	9.312	4.33	15.34	7.192	6725.026	0.358	1.548	0.797	-0.2303	0	-0.3794	-0.2045
110	53.64	22	1	595r1_878-437440.xlsx	6557.178	0.206	0.659	0.547	16.91	11.29	11.86	7.687	6541.16	0.213	1.436	0.499	7.382	2.204	11.28	3.571	6576.66	0.213	1.436	0.499	22.15	6.612	33.85	10.71	6711.497	0.401	1.305	0.591	6.896	3.631	9.576	5.143	6725.896	0.401	1.305	0.591	0.3405	1.451	0.4728	1.97
111	52.299	22	1	595r1_878-441444.xlsx	6557	0.237	0.837	0.444	16.27	8.507	14.5	7.642	6541.337	0.902	4.625	3.341	3.145	1.367	15.48	8.864	6576.837	0.902	4.625	3.341	9.435	4.102	46.45	26.59	6713.47	2	9.883	2.804	3.054	1.518	32.13	15.4	6727.87	2	9.883	2.804	3.465	1.468	36.45	18.68
112	50.958	22	1	595r1_878-445448.xlsx	6557.334	0.268	-0.57	0.493	10.93	9.021	-6.637	-5.668	6541.272	0.23	1.304	0.736	5.727	2.202	7.953	3.405	6576.772	0.23	1.304	0.736	17.18	6.605	23.86	10.22	6710.699	0.229	1.578	0.389	12.14	3.675	20.41	6.392	6725.099	0.229	1.578	0.389	6.675	3.479	11.22	5.83
113	49.617	22	1	595r1_878-449452.xlsx	6562.161	0.248	3.652	1.07	-24.73	4.258	-96.15	-19.17	6540.972	0.484	1.945	1.219	2.939	1.445	6.085	3.306	6576.472	0.484	1.945	1.219	8.817	4.335	18.26	9.917	6709.768	0.189	0.706	0.281	1.67	3.922	1.255	3.088	6724.167	0.189	0.706	0.281	12.12	5.864	9.107	4.209
114	48.276	22	1	595r1_878-453456.xlsx	6557.251	0	-0.378	0	22.22	0	-8.931	-53.63	6541.673	0.369	2.826	0.752	5.203	1.316	15.65	4.219	6577.173	0.369	2.826	0.752	15.61	3.948	46.96	12.66	6710.422	0.75	2.273	1.433	1.307	3.459	3.161	9.464	6724.822	0.75	2.273	1.433	5.492	3.712	13.29	8.574
115	46.935	22	1	595r1_878-457460.xlsx	6553.75	1.673	5.7	2.136	6.242	3.221	37.88	20.48	6544.418	1.284	11.904	3.549	3.387	0.8219	42.91	15.33	6579.918	1.284	11.904	3.549	10.16	2.466	128.7	45.99	6708.173	0.761	2.17	1.442	-2.245	2.512	-5.185	-6.855	6722.573	0.761	2.17	1.442	4.298	3.36	9.926	7.091
116	45.594	22	1	595r1_878-461464.xlsx	6557.318	0.307	0.893	0.515	11.08	7.225	10.54	6.998	6542.524	0.633	3.465	2.085	3.758	1.407	13.86	6.578	6578.024	0.633	3.465	2.085	11.27	4.221	41.58	19.73	6712.434	1.404	4.681	2.062	3.001	2.09	14.95	10.83	6726.834	1.404	4.681	2.062	2.68	1.925	13.35	11.14
117	44.253	22	1	595r1_878-465468.xlsx	6556.916	0	-0.257	0	39.5	0	-10.82	-33.49	6541.671	0.323	1.436	0.711	4.424	1.985	6.763	3.174	6577.171	0.323	1.436	0.711	13.27	5.955	20.29	9.523	6710.352	1.248	3.831	3.18	4.561	3.343	18.6	10.68	6724.752	1.248	3.831	3.18	3.981	2.278	16.23	16.62
118	42.912	22	1	595r1_878-469472.xlsx	6557.613	0.09	0.552	0.401	31	17.27	18.22	7.252	6544.212	2.245	14.713	3.062	2.718	0.8313	42.57	15.43	6579.712	2.245	14.713	3.062	8.155	2.494	127.7	46.3	6711.142	0.351	1.622	0.543	10.38	3.921	17.93	6.852	6725.542	0.351	1.622	0.543	-0.1999	0	-0.3453	-0.1874
119	41.571	22	1	595r1_878-473476.xlsx	6557.411	0.206	0.832	0.697	18.87	10.52	16.7	9.649	6541.858	0.666	3.062	1.436	3.93	1.392	12.81	5.535	6577.358	0.666	3.062	1.436	11.79	4.177	38.43	16.6	6709.964	0.076	0.315	0.259	12.94	23.17	4.341	4.904	6724.364	0.076	0.315	0.259	13.82	10.49	4.64	3.35
120	40.23	22	1	595r1_878-477480.xlsx	6557.168	0.13	0.875	0.275	26.32	7.549	24.5	7.102	6541.475	0.202	1.154	0.44	6.147	2.087	7.552	2.662	6576.975	0.202	1.154	0.44	18.44	6.26	22.66	7.986	6710.995	0.255	1.647	0.403	14.54	4.066	25.5	7.214	6725.395	0.255	1.647	0.403	2.082	7.424	3.65	12.91
121	38.889	22	1	595r1_878-481484.xlsx	6557.304	0.199	0.797	0.394	17.32	8.355	14.69	7.178	6541.292	0.662	2.308	1.254	3.007	1.744	7.387	4.011	6576.792	0.662	2.308	1.254	9.02	5.231	22.16	12.03	6711.213	0.09	0.557	0.212	17.69	5.714	10.49	4.082	6725.613	0.09	0.557	0.212	9.098	6.224	5.392	3.199
122	37.548	22	1	595r1_878-485488.xlsx	6556.881	0.214	0.925	0.576	20.35	9.024	20.03	9.119	6541.433	0.232	1.582	0.632	6.488	2.03	10.93	3.602	6576.933	0.232	1.582	0.632	19.46	6.089	32.79	10.81	6711.291	0.078	0.713	0.165	19.98	5.231	15.17	4.084	6725.69	0.078	0.713	0.165	17.03	5.167	12.93	3.961
123	36.207	22	1	595r1_878-489492.xlsx	6557.396	0.173	1.458	0.342	26.94	6.055	41.82	9.898	6546.155	1.718	16.467	2.458	3.259	0.7799	57.12	16.26	6581.655	1.718	16.467	2.458	9.776	2.34	171.4	48.78	6711.585	0.129	0.677	0.233	7.966	5.985	5.739	4.575	6725.985	0.129	0.677	0.233	16.65	6.651	11.99	4.56
124	34.866	22	1	595r1_878-493496.xlsx	6557.27	0.155	1.434	0.337	28.09	6.107	42.88	9.606	6541.944	0.314	2.141	0.899	6.12	1.773	13.95	4.565	6577.444	0.314	2.141	0.899	18.36	5.32	41.85	13.69	6711.285	0.108	0.714	0.175	20.68	5.582	15.72	4.393	6725.685	0.108	0.714	0.175	8.113	5.164	6.167	3.935
125	33.525	22	1	595r1_878-497500.xlsx	6557.234	0.286	1.785	1.02	18.44	7.03	35.03	14.04	6542.233	0.367	2.099	0.846	4.896	1.657	10.94	4.125	6577.733	0.367	2.099	0.846	14.69	4.972	32.82	12.38	6711.277	0.099	0.941	0.203	22.53	5.306	22.57	5.694	6725.677	0.099	0.941	0.203	16.58	5.329	16.61	5.118
126	32.184	22	1	595r1_878-501504.xlsx	6557.395	0.177	1.476	0.514	26.5	6.618	41.64	10.89	6541.898	0.518	3.87	1.119	4.371	1.149	18.01	5.277	6577.398	0.518	3.87	1.119	13.11	3.446	54.02	15.83	6711.075	0.146	1.243	0.278	15.07	4.451	19.94	5.103	6725.475	0.146	1.243	0.278	13.64	3.769	18.05	6.017
127	30.843	22	1	595r1_878-505508.xlsx	6557.58	0.116	1.344	0.261	39.18	6.555	56.05	9.702	6541.529	0.55	3.637	1.51	4.328	1.346	16.75	5.959	6577.029	0.55	3.637	1.51	12.98	4.039	50.26	17.88	6711.351	0.093	0.621	0.227	19.16	5.901	12.66	4.09	6725.751	0.093	0.621	0.227	6.121	5.173	4.044	3.348
128	29.502	22	1	595r1_878-509512.xlsx	6557.319	0.057	-0.922	0.177	57.69	8.442	-56.63	-8.512	6541.865	0.335	3.837	0.854	6.913	1.248	28.24	5.814	6577.365	0.335	3.837	0.854	20.74	3.745	84.71	17.44	6711.302	0.069	0.912	0.155	30.86	5.096	29.95	5.156	6725.702	0.069	0.912	0.155	16.36	4.744	15.88	4.557
129	28.161	22	1	595r1_878-513516.xlsx	6557.336	0.056	1.043	0.116	73.06	7.239	81.07	8.187	6542.008	0.23	2.011	0.451	7.721	1.629	16.53	3.646	6577.508	0.23	2.011	0.451	23.16	4.886	49.59	10.94	6711.367	0.063	0.838	0.144	37.69	5.875	33.61	5.056	6725.767	0.063	0.838	0.144	19.64	4.865	17.52	4.766
130	26.82	22	1	595r1_878-517520.xlsx	6557.315	0.058	1.268	0.136	70.43	6.811	95.05	9.447	6542.469	0.338	3.117	1.267	6.512	1.633	21.61	6.548	6577.969	0.338	3.117	1.267	19.54	4.899	64.83	19.64	6711.407	0.085	1.239	0.211	23.65	4.113	31.19	5.595	6725.807	0.085	1.239	0.211	20.14	3.993	26.57	5.43
131	25.479	22	1	595r1_878-521524.xlsx	6557.272	0.056	1.093	0.125	65.8	6.757	76.55	8.033	6542.41	0.237	2.135	0.866	7.253	1.912	16.49	4.7	6577.91	0.237	2.135	0.866	21.76	5.737	49.46	14.1	6711.143	0.093	-0.932	0.256	26.22	5.896	-26	-6.256	6725.542	0.093	-0.932	0.256	15.11	5.409	-14.99	-5.235
132	24.138	22	1	595r1_878-525528.xlsx	6557.408	0.075	1.268	0.164	57.42	6.578	77.49	9.123	6542.644	0.451	4.014	1.097	5.246	1.178	22.42	5.864	6578.144	0.451	4.014	1.097	15.74	3.533	67.25	17.59	6711.395	0.079	0.765	0.146	25.75	5.227	20.96	4.914	6725.795	0.079	0.765	0.146	19.38	5.968	15.78	4.287
133	22.797	22	1	595r1_878-529532.xlsx	6557.515	0.03	0.923	0.068	116.4	7.51	114.4	7.511	6542.315	0.143	1.57	0.343	10.26	1.865	17.14	3.268	6577.815	0.143	1.57	0.343	30.78	5.595	51.43	9.804	6711.458	0.047	0.827	0.115	48.24	5.527	42.48	5.34	6725.858	0.047	0.827	0.115	28.33	5.314	24.95	4.355
134	21.456	22	1	595r1_878-533536.xlsx	6557.567	0.029	1.092	0.079	121.6	7.315	141.4	8.692	6542.706	0.085	0.931	0.239	13.73	2.651	13.6	2.727	6578.206	0.085	0.931	0.239	41.2	7.953	40.81	8.181	6711.567	0.068	1.03	0.141	35.66	4.811	39.11	5.527	6725.967	0.068	1.03	0.141	21.26	4.528	23.32	4.916
135	20.115	22	1	595r1_878-537540.xlsx	6557.535	0.032	1.046	0.086	109.4	7.573	121.8	8.626	6542.392	0.253	2.502	0.624	8.832	1.65	23.53	4.798	6577.892	0.253	2.502	0.624	26.5	4.951	70.58	14.39	6711.494	0.073	0.977	0.199	30.44	4.893	31.66	6.255	6725.894	0.073	0.977	0.199	23.64	5.532	24.59	4.862
136	18.774	22	1	595r1_878-541544.xlsx	6557.398	0.035	0.835	0.082	103.1	8.674	91.66	7.861	6542.446	0.188	1.704	0.522	9.152	2.067	16.6	4.023	6577.946	0.188	1.704	0.522	27.46	6.2	49.81	12.07	6711.345	0.074	1.03	0.218	27.6	5.421	30.25	5.44	6725.745	0.074	1.03	0.218	19.15	4.404	20.99	5.728
137	17.433	22	1	595r1_878-545548.xlsx	6557.346	0.034	1.016	0.084	105.2	7.612	113.8	8.425	6542.971	0.413	3.777	1.173	5.857	1.34	23.55	6.241	6578.471	0.413	3.777	1.173	17.57	4.02	70.64	18.72	6711.353	0.049	0.81	0.122	35.13	5.37	30.3	5.234	6725.753	0.049	0.81	0.122	34.03	5.904	29.35	4.68
138	16.092	22	1	595r1_878-549552.xlsx	6557.262	0.035	0.862	0.084	100.6	8.302	92.3	7.74	6542.251	0.216	1.994	0.591	8.177	1.821	17.36	4.166	6577.751	0.216	1.994	0.591	24.53	5.462	52.07	12.5	6711.186	0.044	0.745	0.093	46.68	5.419	37.02	4.255	6725.585	0.044	0.745	0.093	12.6	4.604	9.993	3.801
